trainingdata,generation,weight,feature
fjc,39,0.041687,11
fjc,39,0.192694,12
fjc,39,0.311344,13
fjc,40,-0.210933,1
fjc,40,-0.166926,2
fjc,40,-0.313322,3
fjc,40,-0.280978,4
fjc,40,-0.619806,5
fjc,40,-0.061071,6
fjc,40,-0.284498,7
fjc,40,0.292325,8
fjc,40,0.042130,9
fjc,40,0.031099,10
fjc,40,0.062115,11
fjc,40,0.196224,12
fjc,40,0.317806,13
fjc,41,-0.211765,1
fjc,41,-0.096738,2
fjc,41,-0.296931,3
fjc,41,-0.312309,4
fjc,41,-0.619986,5
fjc,41,-0.075228,6
fjc,41,-0.283715,7
fjc,41,0.321560,8
fjc,41,0.070302,9
fjc,41,0.039872,10
fjc,41,0.045927,11
fjc,41,0.196575,12
fjc,41,0.327025,13
fjc,42,-0.233848,1
fjc,42,-0.049393,2
fjc,42,-0.282362,3
fjc,42,-0.264770,4
fjc,42,-0.631959,5
fjc,42,-0.093928,6
fjc,42,-0.307793,7
fjc,42,0.316871,8
fjc,42,0.083480,9
fjc,42,0.047121,10
fjc,42,0.089818,11
fjc,42,0.164178,12
fjc,42,0.342938,13
fjc,43,-0.234403,1
fjc,43,-0.075701,2
fjc,43,-0.286507,3
fjc,43,-0.290084,4
fjc,43,-0.621923,5
fjc,43,-0.103201,6
fjc,43,-0.239348,7
fjc,43,0.341721,8
fjc,43,0.084381,9
fjc,43,0.082052,10
fjc,43,0.101968,11
fjc,43,0.161348,12
fjc,43,0.362209,13
fjc,44,-0.223421,1
fjc,44,-0.114905,2
fjc,44,-0.302312,3
fjc,44,-0.285257,4
fjc,44,-0.622835,5
fjc,44,-0.107577,6
fjc,44,-0.205316,7
fjc,44,0.344335,8
fjc,44,0.092365,9
fjc,44,0.104123,10
fjc,44,0.092457,11
fjc,44,0.146227,12
fjc,44,0.368868,13
fjc,45,-0.192123,1
fjc,45,-0.096608,2
fjc,45,-0.311554,3
fjc,45,-0.258976,4
fjc,45,-0.653537,5
fjc,45,-0.123553,6
fjc,45,-0.211618,7
fjc,45,0.336945,8
fjc,45,0.061054,9
fjc,45,0.112099,10
fjc,45,0.063380,11
fjc,45,0.161849,12
fjc,45,0.350857,13
fjc,46,-0.154776,1
fjc,46,-0.045109,2
fjc,46,-0.337846,3
fjc,46,-0.256413,4
fjc,46,-0.663731,5
fjc,46,-0.104969,6
fjc,46,-0.188455,7
fjc,46,0.336296,8
fjc,46,0.070341,9
fjc,46,0.072547,10
fjc,46,0.078595,11
fjc,46,0.154645,12
fjc,46,0.366922,13
fjc,47,-0.170369,1
fjc,47,-0.075314,2
fjc,47,-0.315455,3
fjc,47,-0.249112,4
fjc,47,-0.650881,5
fjc,47,-0.105822,6
fjc,47,-0.239802,7
fjc,47,0.374118,8
fjc,47,0.055374,9
fjc,47,0.068566,10
fjc,47,0.075448,11
fjc,47,0.150065,12
fjc,47,0.347453,13
fjc,48,-0.165837,1
fjc,48,-0.098471,2
fjc,48,-0.337438,3
fjc,48,-0.249436,4
fjc,48,-0.646439,5
fjc,48,-0.095384,6
fjc,48,-0.231155,7
fjc,48,0.368821,8
fjc,48,0.069254,9
fjc,48,0.065168,10
fjc,48,0.075105,11
fjc,48,0.132963,12
fjc,48,0.346555,13
fjc,49,-0.147414,1
fjc,49,-0.055826,2
fjc,49,-0.338114,3
fjc,49,-0.229764,4
fjc,49,-0.644837,5
fjc,49,-0.108870,6
fjc,49,-0.248063,7
fjc,49,0.389753,8
fjc,49,0.031111,9
fjc,49,0.078481,10
fjc,49,0.068888,11
fjc,49,0.134745,12
fjc,49,0.355414,13
fjc,50,-0.161406,1
fjc,50,-0.050322,2
fjc,50,-0.341403,3
fjc,50,-0.223116,4
fjc,50,-0.625532,5
fjc,50,-0.124232,6
fjc,50,-0.251832,7
fjc,50,0.396093,8
fjc,50,0.060602,9
fjc,50,0.096293,10
fjc,50,0.079270,11
fjc,50,0.126792,12
fjc,50,0.365657,13
fjc,51,-0.160056,1
fjc,51,-0.025703,2
fjc,51,-0.350750,3
fjc,51,-0.227391,4
fjc,51,-0.618711,5
fjc,51,-0.098391,6
fjc,51,-0.266555,7
fjc,51,0.417836,8
fjc,51,0.065575,9
fjc,51,0.098706,10
fjc,51,0.087043,11
fjc,51,0.127910,12
fjc,51,0.337054,13
fjc,52,-0.156388,1
fjc,52,-0.030223,2
fjc,52,-0.347220,3
fjc,52,-0.236631,4
fjc,52,-0.612192,5
fjc,52,-0.082276,6
fjc,52,-0.254180,7
fjc,52,0.429182,8
fjc,52,0.056397,9
fjc,52,0.138503,10
fjc,52,0.074642,11
fjc,52,0.151053,12
fjc,52,0.328291,13
fjc,53,-0.154013,1
fjc,53,-0.061202,2
fjc,53,-0.327959,3
fjc,53,-0.273265,4
fjc,53,-0.611559,5
fjc,53,-0.064685,6
fjc,53,-0.240029,7
fjc,53,0.428375,8
fjc,53,0.062572,9
fjc,53,0.161816,10
fjc,53,0.098509,11
fjc,53,0.141734,12
fjc,53,0.312163,13
fjc,54,-0.167899,1
fjc,54,-0.035726,2
fjc,54,-0.306863,3
fjc,54,-0.271231,4
fjc,54,-0.615109,5
fjc,54,-0.076666,6
fjc,54,-0.229530,7
fjc,54,0.418000,8
fjc,54,0.061733,9
fjc,54,0.183694,10
fjc,54,0.096885,11
fjc,54,0.173446,12
fjc,54,0.320672,13
fjc,55,-0.155593,1
fjc,55,-0.022605,2
fjc,55,-0.310393,3
fjc,55,-0.293342,4
fjc,55,-0.625829,5
fjc,55,-0.055839,6
fjc,55,-0.183133,7
fjc,55,0.428412,8
fjc,55,0.074497,9
fjc,55,0.168434,10
fjc,55,0.134160,11
fjc,55,0.152160,12
fjc,55,0.310074,13
fjc,56,-0.158143,1
fjc,56,-0.045008,2
fjc,56,-0.296041,3
fjc,56,-0.301998,4
fjc,56,-0.611098,5
fjc,56,-0.056092,6
fjc,56,-0.197876,7
fjc,56,0.426110,8
fjc,56,0.061957,9
fjc,56,0.177434,10
fjc,56,0.138977,11
fjc,56,0.189065,12
fjc,56,0.306478,13
fjc,57,-0.179750,1
fjc,57,-0.039848,2
fjc,57,-0.309860,3
fjc,57,-0.304693,4
fjc,57,-0.590807,5
fjc,57,-0.065988,6
fjc,57,-0.190551,7
fjc,57,0.428459,8
fjc,57,0.059062,9
fjc,57,0.204633,10
fjc,57,0.138090,11
fjc,57,0.183480,12
fjc,57,0.313925,13
fjc,58,-0.197253,1
fjc,58,-0.046352,2
fjc,58,-0.319552,3
fjc,58,-0.310820,4
fjc,58,-0.565403,5
fjc,58,-0.066711,6
fjc,58,-0.229317,7
fjc,58,0.421785,8
fjc,58,0.055116,9
fjc,58,0.197452,10
fjc,58,0.159359,11
fjc,58,0.156216,12
fjc,58,0.322741,13
fjc,59,-0.177966,1
fjc,59,-0.064426,2
fjc,59,-0.343445,3
fjc,59,-0.290226,4
fjc,59,-0.562871,5
fjc,59,-0.091295,6
fjc,59,-0.260711,7
fjc,59,0.415509,8
fjc,59,0.066994,9
fjc,59,0.174247,10
fjc,59,0.150004,11
fjc,59,0.121164,12
fjc,59,0.340168,13
fjc,60,-0.203402,1
fjc,60,-0.075610,2
fjc,60,-0.351594,3
fjc,60,-0.284378,4
fjc,60,-0.542504,5
fjc,60,-0.092980,6
fjc,60,-0.267584,7
fjc,60,0.402634,8
fjc,60,0.087864,9
fjc,60,0.175905,10
fjc,60,0.172750,11
fjc,60,0.112245,12
fjc,60,0.348968,13
fjc,61,-0.195626,1
fjc,61,-0.079219,2
fjc,61,-0.354589,3
fjc,61,-0.272293,4
fjc,61,-0.546991,5
fjc,61,-0.098518,6
fjc,61,-0.310384,7
fjc,61,0.386779,8
fjc,61,0.078521,9
fjc,61,0.176062,10
fjc,61,0.168484,11
fjc,61,0.101522,12
fjc,61,0.340733,13
fjc,62,-0.208322,1
fjc,62,-0.063636,2
fjc,62,-0.355604,3
fjc,62,-0.291671,4
fjc,62,-0.515749,5
fjc,62,-0.106096,6
fjc,62,-0.284521,7
fjc,62,0.393736,8
fjc,62,0.080111,9
fjc,62,0.175604,10
fjc,62,0.198967,11
fjc,62,0.108977,12
fjc,62,0.356010,13
fjc,63,-0.206431,1
fjc,63,-0.089643,2
fjc,63,-0.331068,3
fjc,63,-0.309082,4
fjc,63,-0.501406,5
fjc,63,-0.121007,6
fjc,63,-0.318743,7
fjc,63,0.394683,8
fjc,63,0.071846,9
fjc,63,0.179182,10
fjc,63,0.184072,11
fjc,63,0.104662,12
fjc,63,0.359569,13
fjc,64,-0.194787,1
fjc,64,-0.091351,2
fjc,64,-0.327638,3
fjc,64,-0.306285,4
fjc,64,-0.500654,5
fjc,64,-0.121983,6
fjc,64,-0.308934,7
fjc,64,0.409287,8
fjc,64,0.071334,9
fjc,64,0.177517,10
fjc,64,0.190735,11
fjc,64,0.122036,12
fjc,64,0.349560,13
fjc,65,-0.182140,1
fjc,65,-0.081031,2
fjc,65,-0.339372,3
fjc,65,-0.314109,4
fjc,65,-0.487218,5
fjc,65,-0.124543,6
fjc,65,-0.334619,7
fjc,65,0.401124,8
fjc,65,0.078658,9
fjc,65,0.137514,10
fjc,65,0.205290,11
fjc,65,0.106467,12
fjc,65,0.353016,13
fjc,66,-0.158783,1
fjc,66,-0.078602,2
fjc,66,-0.334220,3
fjc,66,-0.312087,4
fjc,66,-0.474751,5
fjc,66,-0.131149,6
fjc,66,-0.360787,7
fjc,66,0.402126,8
fjc,66,0.073487,9
fjc,66,0.143968,10
fjc,66,0.197951,11
fjc,66,0.108824,12
fjc,66,0.369592,13
fjc,67,-0.181720,1
fjc,67,-0.120845,2
fjc,67,-0.332205,3
fjc,67,-0.327112,4
fjc,67,-0.459755,5
fjc,67,-0.133015,6
fjc,67,-0.370569,7
fjc,67,0.386442,8
fjc,67,0.057065,9
fjc,67,0.156311,10
fjc,67,0.186322,11
fjc,67,0.089483,12
fjc,67,0.369615,13
fjc,68,-0.165633,1
fjc,68,-0.120869,2
fjc,68,-0.336712,3
fjc,68,-0.336507,4
fjc,68,-0.459381,5
fjc,68,-0.113610,6
fjc,68,-0.325503,7
fjc,68,0.431038,8
fjc,68,0.043919,9
fjc,68,0.182700,10
fjc,68,0.178862,11
fjc,68,0.116529,12
fjc,68,0.349803,13
fjc,69,-0.161694,1
fjc,69,-0.136092,2
fjc,69,-0.305498,3
fjc,69,-0.345426,4
fjc,69,-0.471618,5
fjc,69,-0.113666,6
fjc,69,-0.313856,7
fjc,69,0.449688,8
fjc,69,0.028276,9
fjc,69,0.185497,10
fjc,69,0.160125,11
fjc,69,0.138063,12
fjc,69,0.345403,13
fjc,70,-0.159648,1
fjc,70,-0.161068,2
fjc,70,-0.300138,3
fjc,70,-0.359176,4
fjc,70,-0.456119,5
fjc,70,-0.107922,6
fjc,70,-0.282601,7
fjc,70,0.446745,8
fjc,70,0.037725,9
fjc,70,0.220240,10
fjc,70,0.172546,11
fjc,70,0.169564,12
fjc,70,0.329892,13
fjc,71,-0.131121,1
fjc,71,-0.113714,2
fjc,71,-0.312703,3
fjc,71,-0.354308,4
fjc,71,-0.470083,5
fjc,71,-0.127207,6
fjc,71,-0.302826,7
fjc,71,0.422864,8
fjc,71,0.043571,9
fjc,71,0.230997,10
fjc,71,0.184972,11
fjc,71,0.131881,12
fjc,71,0.353299,13
fjc,72,-0.139257,1
fjc,72,-0.122571,2
fjc,72,-0.322347,3
fjc,72,-0.346238,4
fjc,72,-0.462697,5
fjc,72,-0.095039,6
fjc,72,-0.282530,7
fjc,72,0.425678,8
fjc,72,0.056269,9
fjc,72,0.278836,10
fjc,72,0.191170,11
fjc,72,0.166337,12
fjc,72,0.322715,13
fjc,73,-0.137341,1
fjc,73,-0.112804,2
fjc,73,-0.327973,3
fjc,73,-0.339136,4
fjc,73,-0.468991,5
fjc,73,-0.094754,6
fjc,73,-0.287451,7
fjc,73,0.428154,8
fjc,73,0.052735,9
fjc,73,0.265400,10
fjc,73,0.217308,11
fjc,73,0.158981,12
fjc,73,0.311163,13
fjc,74,-0.160964,1
fjc,74,-0.134079,2
fjc,74,-0.350668,3
fjc,74,-0.335178,4
fjc,74,-0.431913,5
fjc,74,-0.078492,6
fjc,74,-0.279349,7
fjc,74,0.446335,8
fjc,74,0.054096,9
fjc,74,0.278841,10
fjc,74,0.225867,11
fjc,74,0.126139,12
fjc,74,0.306518,13
fjc,75,-0.177045,1
fjc,75,-0.157593,2
fjc,75,-0.362883,3
fjc,75,-0.340161,4
fjc,75,-0.409189,5
fjc,75,-0.067691,6
fjc,75,-0.281092,7
fjc,75,0.456173,8
fjc,75,0.056872,9
fjc,75,0.271381,10
fjc,75,0.215015,11
fjc,75,0.134987,12
fjc,75,0.301001,13
fjc,76,-0.189163,1
fjc,76,-0.146691,2
fjc,76,-0.351965,3
fjc,76,-0.349958,4
fjc,76,-0.422900,5
fjc,76,-0.056681,6
fjc,76,-0.284325,7
fjc,76,0.445092,8
fjc,76,0.097427,9
fjc,76,0.271940,10
fjc,76,0.209919,11
fjc,76,0.122641,12
fjc,76,0.295634,13
fjc,77,-0.178406,1
fjc,77,-0.145117,2
fjc,77,-0.345222,3
fjc,77,-0.364691,4
fjc,77,-0.421975,5
fjc,77,-0.066330,6
fjc,77,-0.280775,7
fjc,77,0.435475,8
fjc,77,0.109746,9
fjc,77,0.256805,10
fjc,77,0.204537,11
fjc,77,0.158691,12
fjc,77,0.301696,13
fjc,78,-0.193479,1
fjc,78,-0.155226,2
fjc,78,-0.360366,3
fjc,78,-0.350509,4
fjc,78,-0.426533,5
fjc,78,-0.066735,6
fjc,78,-0.290368,7
fjc,78,0.423349,8
fjc,78,0.121933,9
fjc,78,0.245591,10
fjc,78,0.196758,11
fjc,78,0.155030,12
fjc,78,0.303537,13
fjc,79,-0.196224,1
fjc,79,-0.183291,2
fjc,79,-0.357067,3
fjc,79,-0.351565,4
fjc,79,-0.415715,5
fjc,79,-0.069826,6
fjc,79,-0.291415,7
fjc,79,0.418425,8
fjc,79,0.110079,9
fjc,79,0.254802,10
fjc,79,0.190582,11
fjc,79,0.155506,12
fjc,79,0.307009,13
fjc,80,-0.203102,1
fjc,80,-0.160146,2
fjc,80,-0.336707,3
