trainingdata,generation,weight,feature
frnd,2265,0.115066,3
frnd,2265,-0.313279,4
frnd,2265,-0.175501,5
frnd,2265,0.250581,6
frnd,2265,-0.354906,7
frnd,2265,0.008661,8
frnd,2265,-0.302390,9
frnd,2265,-0.174604,10
frnd,2265,0.260286,11
frnd,2265,-0.355064,12
frnd,2265,-0.138211,13
frnd,2266,0.138019,1
frnd,2266,0.234734,2
frnd,2266,0.093701,3
frnd,2266,-0.405200,4
frnd,2266,-0.208772,5
frnd,2266,0.276069,6
frnd,2266,-0.424735,7
frnd,2266,0.034220,8
frnd,2266,-0.219410,9
frnd,2266,-0.104023,10
frnd,2266,0.086196,11
frnd,2266,-0.311658,12
frnd,2266,-0.191572,13
frnd,2267,-0.040295,1
frnd,2267,0.059161,2
frnd,2267,0.086810,3
frnd,2267,-0.288467,4
frnd,2267,-0.099276,5
frnd,2267,0.214753,6
frnd,2267,-0.258016,7
frnd,2267,0.085973,8
frnd,2267,-0.257294,9
frnd,2267,-0.144681,10
frnd,2267,0.201555,11
frnd,2267,-0.100640,12
frnd,2267,-0.077195,13
frnd,2268,-0.043661,1
frnd,2268,0.271134,2
frnd,2268,-0.061868,3
frnd,2268,-0.291308,4
frnd,2268,-0.167022,5
frnd,2268,0.137767,6
frnd,2268,-0.220131,7
frnd,2268,-0.121485,8
frnd,2268,-0.348344,9
frnd,2268,-0.436603,10
frnd,2268,0.344596,11
frnd,2268,-0.236231,12
frnd,2268,-0.125286,13
frnd,2269,0.275617,1
frnd,2269,0.179256,2
frnd,2269,-0.029637,3
frnd,2269,-0.476613,4
frnd,2269,-0.245799,5
frnd,2269,0.176375,6
frnd,2269,-0.245073,7
frnd,2269,0.072695,8
frnd,2269,-0.312294,9
frnd,2269,-0.219292,10
frnd,2269,-0.003082,11
frnd,2269,-0.104996,12
frnd,2269,-0.142221,13
frnd,2270,-0.138077,1
frnd,2270,0.126930,2
frnd,2270,0.145913,3
frnd,2270,-0.315028,4
frnd,2270,-0.205083,5
frnd,2270,0.282169,6
frnd,2270,-0.370442,7
frnd,2270,0.007846,8
frnd,2270,-0.320110,9
frnd,2270,-0.244501,10
frnd,2270,0.275782,11
frnd,2270,-0.290982,12
frnd,2270,-0.126696,13
frnd,2271,-0.141814,1
frnd,2271,0.106583,2
frnd,2271,0.077027,3
frnd,2271,-0.280566,4
frnd,2271,-0.146323,5
frnd,2271,0.231636,6
frnd,2271,-0.305401,7
frnd,2271,0.075680,8
frnd,2271,-0.382735,9
frnd,2271,-0.203750,10
frnd,2271,0.324708,11
frnd,2271,-0.291756,12
frnd,2271,-0.078993,13
frnd,2272,-0.190807,1
frnd,2272,0.059151,2
frnd,2272,-0.059649,3
frnd,2272,-0.065099,4
frnd,2272,-0.018014,5
frnd,2272,0.061167,6
frnd,2272,-0.050279,7
frnd,2272,-0.020029,8
frnd,2272,-0.256900,9
frnd,2272,-0.279929,10
frnd,2272,0.335827,11
frnd,2272,0.004689,12
frnd,2272,0.006552,13
frnd,2273,0.074358,1
frnd,2273,0.247636,2
frnd,2273,0.125278,3
frnd,2273,-0.388667,4
frnd,2273,-0.193684,5
frnd,2273,0.298463,6
frnd,2273,-0.459049,7
frnd,2273,0.026777,8
frnd,2273,-0.212303,9
frnd,2273,-0.120848,10
frnd,2273,0.145610,11
frnd,2273,-0.352504,12
frnd,2273,-0.192963,13
frnd,2274,-0.103868,1
frnd,2274,0.128933,2
frnd,2274,0.087014,3
frnd,2274,-0.293690,4
frnd,2274,-0.157055,5
frnd,2274,0.218241,6
frnd,2274,-0.317151,7
frnd,2274,0.024422,8
frnd,2274,-0.325122,9
frnd,2274,-0.372964,10
frnd,2274,0.342743,11
frnd,2274,-0.100395,12
frnd,2274,-0.108040,13
frnd,2275,0.063237,1
frnd,2275,0.178118,2
frnd,2275,0.147736,3
frnd,2275,-0.452308,4
frnd,2275,-0.214699,5
frnd,2275,0.323269,6
frnd,2275,-0.440320,7
frnd,2275,0.034960,8
frnd,2275,-0.247507,9
frnd,2275,-0.126855,10
frnd,2275,0.135451,11
frnd,2275,-0.358337,12
frnd,2275,-0.183780,13
frnd,2276,-0.053373,1
frnd,2276,0.038910,2
frnd,2276,0.255087,3
frnd,2276,-0.326130,4
frnd,2276,-0.209904,5
frnd,2276,0.334864,6
frnd,2276,-0.429763,7
frnd,2276,0.062953,8
frnd,2276,-0.136703,9
frnd,2276,0.033062,10
frnd,2276,0.041538,11
frnd,2276,-0.306137,12
frnd,2276,-0.154369,13
frnd,2277,0.024802,1
frnd,2277,0.184919,2
frnd,2277,0.097179,3
frnd,2277,-0.379054,4
frnd,2277,-0.169280,5
frnd,2277,0.276650,6
frnd,2277,-0.390772,7
frnd,2277,0.031486,8
frnd,2277,-0.256212,9
frnd,2277,-0.180287,10
frnd,2277,0.187992,11
frnd,2277,-0.238319,12
frnd,2277,-0.155482,13
frnd,2278,-0.036160,1
frnd,2278,0.150578,2
frnd,2278,0.176135,3
frnd,2278,-0.377660,4
frnd,2278,-0.230022,5
frnd,2278,0.326284,6
frnd,2278,-0.444121,7
frnd,2278,-0.002584,8
frnd,2278,-0.217751,9
frnd,2278,-0.158611,10
frnd,2278,0.152043,11
frnd,2278,-0.312545,12
frnd,2278,-0.177478,13
frnd,2279,0.092749,1
frnd,2279,0.221389,2
frnd,2279,-0.001407,3
frnd,2279,-0.312716,4
frnd,2279,-0.081194,5
frnd,2279,0.212424,6
frnd,2279,-0.283305,7
frnd,2279,0.033651,8
frnd,2279,-0.206842,9
frnd,2279,-0.206427,10
frnd,2279,0.136258,11
frnd,2279,-0.064050,12
frnd,2279,-0.125447,13
frnd,2280,0.144418,1
frnd,2280,0.226345,2
frnd,2280,-0.132765,3
frnd,2280,-0.265958,4
frnd,2280,-0.023349,5
frnd,2280,0.066664,6
frnd,2280,-0.188601,7
frnd,2280,0.000092,8
frnd,2280,-0.272728,9
frnd,2280,-0.186110,10
frnd,2280,0.259080,11
frnd,2280,-0.142665,12
frnd,2280,-0.104234,13
frnd,2281,-0.140248,1
frnd,2281,0.056166,2
frnd,2281,0.244934,3
frnd,2281,-0.319831,4
frnd,2281,-0.172757,5
frnd,2281,0.337257,6
frnd,2281,-0.436868,7
frnd,2281,0.089806,8
frnd,2281,-0.256489,9
frnd,2281,-0.074239,10
frnd,2281,0.228923,11
frnd,2281,-0.327543,12
frnd,2281,-0.142663,13
frnd,2282,0.021257,1
frnd,2282,-0.021238,2
frnd,2282,0.266381,3
frnd,2282,-0.325275,4
frnd,2282,-0.302696,5
frnd,2282,0.326703,6
frnd,2282,-0.381188,7
frnd,2282,0.027483,8
frnd,2282,-0.025124,9
frnd,2282,0.091708,10
frnd,2282,-0.142988,11
frnd,2282,-0.352416,12
frnd,2282,-0.146311,13
frnd,2283,0.000290,1
frnd,2283,0.156160,2
frnd,2283,0.163655,3
frnd,2283,-0.391724,4
frnd,2283,-0.193660,5
frnd,2283,0.328542,6
frnd,2283,-0.460637,7
frnd,2283,0.043025,8
frnd,2283,-0.215171,9
frnd,2283,-0.112213,10
frnd,2283,0.156524,11
frnd,2283,-0.293268,12
frnd,2283,-0.173263,13
frnd,2284,-0.028882,1
frnd,2284,0.112032,2
frnd,2284,0.200715,3
frnd,2284,-0.382593,4
frnd,2284,-0.273460,5
frnd,2284,0.344225,6
frnd,2284,-0.452727,7
frnd,2284,0.026659,8
frnd,2284,-0.209247,9
frnd,2284,-0.047222,10
frnd,2284,0.079254,11
frnd,2284,-0.401330,12
frnd,2284,-0.175279,13
frnd,2285,-0.015406,1
frnd,2285,0.098043,2
frnd,2285,0.030426,3
frnd,2285,-0.103271,4
frnd,2285,-0.014376,5
frnd,2285,0.061262,6
frnd,2285,-0.121141,7
frnd,2285,-0.010380,8
frnd,2285,-0.114199,9
frnd,2285,-0.168312,10
frnd,2285,0.184454,11
frnd,2285,-0.074875,12
frnd,2285,-0.053198,13
frnd,2286,-0.043547,1
frnd,2286,0.171220,2
frnd,2286,0.061026,3
frnd,2286,-0.331819,4
frnd,2286,-0.094199,5
frnd,2286,0.208767,6
frnd,2286,-0.310364,7
frnd,2286,0.022158,8
frnd,2286,-0.316940,9
frnd,2286,-0.291388,10
frnd,2286,0.342518,11
frnd,2286,-0.169159,12
frnd,2286,-0.116200,13
frnd,2287,-0.118014,1
frnd,2287,0.088308,2
frnd,2287,0.160208,3
frnd,2287,-0.336218,4
frnd,2287,-0.142375,5
frnd,2287,0.293037,6
frnd,2287,-0.350010,7
frnd,2287,0.073903,8
frnd,2287,-0.313791,9
frnd,2287,-0.171945,10
frnd,2287,0.270395,11
frnd,2287,-0.263455,12
frnd,2287,-0.117912,13
frnd,2288,0.054662,1
frnd,2288,0.082714,2
frnd,2288,0.184423,3
frnd,2288,-0.306765,4
frnd,2288,-0.240865,5
frnd,2288,0.276200,6
frnd,2288,-0.362447,7
frnd,2288,0.033326,8
frnd,2288,-0.093229,9
frnd,2288,0.006279,10
frnd,2288,-0.054296,11
frnd,2288,-0.289350,12
frnd,2288,-0.151090,13
frnd,2289,-0.003598,1
frnd,2289,0.206959,2
frnd,2289,-0.034150,3
frnd,2289,-0.346734,4
frnd,2289,-0.041519,5
frnd,2289,0.189176,6
frnd,2289,-0.275193,7
frnd,2289,0.064624,8
frnd,2289,-0.410715,9
frnd,2289,-0.161045,10
frnd,2289,0.365065,11
frnd,2289,-0.307116,12
frnd,2289,-0.107578,13
frnd,2290,0.071172,1
frnd,2290,0.154294,2
frnd,2290,0.050685,3
frnd,2290,-0.265157,4
frnd,2290,-0.144521,5
frnd,2290,0.167241,6
frnd,2290,-0.294707,7
frnd,2290,0.030132,8
frnd,2290,-0.195465,9
frnd,2290,-0.075372,10
frnd,2290,0.118575,11
frnd,2290,-0.256487,12
frnd,2290,-0.121243,13
frnd,2291,0.010573,1
frnd,2291,0.170641,2
frnd,2291,0.074160,3
frnd,2291,-0.333872,4
frnd,2291,-0.081669,5
frnd,2291,0.226315,6
frnd,2291,-0.324040,7
frnd,2291,0.035263,8
frnd,2291,-0.254863,9
frnd,2291,-0.147205,10
frnd,2291,0.238501,11
frnd,2291,-0.240410,12
frnd,2291,-0.127559,13
frnd,2292,0.020927,1
frnd,2292,0.023317,2
frnd,2292,0.043606,3
frnd,2292,-0.345278,4
frnd,2292,-0.167177,5
frnd,2292,0.250807,6
frnd,2292,-0.202639,7
frnd,2292,0.159226,8
frnd,2292,-0.307733,9
frnd,2292,-0.027702,10
frnd,2292,0.024174,11
frnd,2292,-0.169039,12
frnd,2292,-0.058795,13
frnd,2293,-0.083163,1
frnd,2293,0.053976,2
frnd,2293,0.191687,3
frnd,2293,-0.413941,4
frnd,2293,-0.186357,5
frnd,2293,0.338956,6
frnd,2293,-0.341831,7
frnd,2293,0.043629,8
frnd,2293,-0.275368,9
frnd,2293,-0.220975,10
frnd,2293,0.179511,11
frnd,2293,-0.230801,12
frnd,2293,-0.138367,13
frnd,2294,-0.035260,1
frnd,2294,0.110840,2
frnd,2294,0.119681,3
frnd,2294,-0.374658,4
frnd,2294,-0.143147,5
frnd,2294,0.275258,6
frnd,2294,-0.366814,7
frnd,2294,0.089201,8
frnd,2294,-0.354166,9
frnd,2294,-0.132757,10
frnd,2294,0.261844,11
frnd,2294,-0.295160,12
frnd,2294,-0.142321,13
frnd,2295,-0.236685,1
frnd,2295,0.019525,2
frnd,2295,0.015762,3
frnd,2295,-0.198526,4
frnd,2295,-0.049314,5
frnd,2295,0.148200,6
frnd,2295,-0.122257,7
frnd,2295,0.072530,8
frnd,2295,-0.442545,9
frnd,2295,-0.350170,10
frnd,2295,0.426363,11
frnd,2295,-0.105947,12
frnd,2295,0.010390,13
frnd,2296,-0.169283,1
frnd,2296,0.036242,2
frnd,2296,-0.050955,3
frnd,2296,-0.164810,4
frnd,2296,0.016785,5
frnd,2296,0.048873,6
frnd,2296,-0.055214,7
frnd,2296,0.098642,8
frnd,2296,-0.462484,9
frnd,2296,-0.362020,10
frnd,2296,0.470518,11
frnd,2296,-0.004960,12
frnd,2296,0.031159,13
frnd,2297,0.176751,1
frnd,2297,0.153286,2
frnd,2297,0.095754,3
frnd,2297,-0.385143,4
frnd,2297,-0.236660,5
frnd,2297,0.228397,6
frnd,2297,-0.316809,7
frnd,2297,0.010263,8
frnd,2297,-0.163894,9
frnd,2297,-0.103278,10
frnd,2297,-0.027513,11
frnd,2297,-0.243065,12
frnd,2297,-0.172522,13
frnd,2298,-0.291601,1
frnd,2298,-0.062313,2
frnd,2298,0.097075,3
frnd,2298,-0.165950,4
frnd,2298,-0.043974,5
frnd,2298,0.160798,6
frnd,2298,-0.168358,7
frnd,2298,0.100658,8
frnd,2298,-0.425624,9
frnd,2298,-0.263420,10
frnd,2298,0.457457,11
frnd,2298,-0.062480,12
frnd,2298,-0.008707,13
frnd,2299,0.037958,1
frnd,2299,0.080443,2
frnd,2299,-0.113647,3
frnd,2299,-0.259801,4
frnd,2299,-0.063867,5
frnd,2299,0.075268,6
frnd,2299,-0.015741,7
frnd,2299,0.076138,8
frnd,2299,-0.346895,9
frnd,2299,-0.135123,10
frnd,2299,0.139483,11
frnd,2299,-0.136517,12
frnd,2299,-0.009886,13
frnd,2300,-0.189287,1
frnd,2300,0.062486,2
frnd,2300,0.053396,3
frnd,2300,-0.250762,4
frnd,2300,-0.068454,5
frnd,2300,0.179074,6
frnd,2300,-0.223478,7
frnd,2300,0.055445,8
frnd,2300,-0.405302,9
frnd,2300,-0.302722,10
frnd,2300,0.426193,11
frnd,2300,-0.133014,12
frnd,2300,-0.048041,13
frnd,2301,-0.087278,1
frnd,2301,0.042089,2
frnd,2301,-0.038508,3
frnd,2301,-0.276144,4
frnd,2301,-0.084085,5
frnd,2301,0.114740,6
frnd,2301,-0.129995,7
frnd,2301,0.096867,8
frnd,2301,-0.477402,9
frnd,2301,-0.245691,10
frnd,2301,0.370909,11
frnd,2301,-0.131927,12
frnd,2301,-0.036728,13
frnd,2302,-0.152657,1
frnd,2302,0.109652,2
frnd,2302,-0.008973,3
frnd,2302,-0.276955,4
frnd,2302,-0.039506,5
frnd,2302,0.187497,6
frnd,2302,-0.192511,7
frnd,2302,0.116448,8
frnd,2302,-0.484001,9
frnd,2302,-0.271905,10
frnd,2302,0.421910,11
frnd,2302,-0.120592,12
frnd,2302,-0.044814,13
frnd,2303,0.107020,1
frnd,2303,0.089691,2
frnd,2303,0.001276,3
frnd,2303,-0.157619,4
frnd,2303,-0.097685,5
frnd,2303,0.083982,6
frnd,2303,-0.144445,7
frnd,2303,0.013199,8
frnd,2303,-0.075132,9
frnd,2303,0.034597,10
frnd,2303,-0.031035,11
frnd,2303,-0.160659,12
frnd,2303,-0.073468,13
frnd,2304,-0.013748,1
frnd,2304,0.100449,2
frnd,2304,0.198318,3
frnd,2304,-0.425347,4
frnd,2304,-0.228118,5
frnd,2304,0.344572,6
frnd,2304,-0.440669,7
frnd,2304,0.077628,8
frnd,2304,-0.285083,9
frnd,2304,-0.182872,10
frnd,2304,0.170956,11
frnd,2304,-0.259366,12
frnd,2304,-0.167223,13
frnd,2305,-0.113890,1
frnd,2305,0.003976,2
frnd,2305,-0.007574,3
frnd,2305,-0.089975,4
frnd,2305,-0.115187,5
frnd,2305,0.103187,6
frnd,2305,-0.053972,7
frnd,2305,0.017053,8
frnd,2305,-0.179458,9
frnd,2305,-0.132872,10
frnd,2305,0.072327,11
frnd,2305,-0.064127,12
frnd,2305,0.001845,13
frnd,2306,0.086859,1
frnd,2306,0.044499,2
frnd,2306,0.021495,3
frnd,2306,-0.358420,4
frnd,2306,-0.122922,5
frnd,2306,0.167353,6
frnd,2306,-0.180994,7
frnd,2306,0.098220,8
frnd,2306,-0.314822,9
frnd,2306,-0.107933,10
frnd,2306,0.120734,11
frnd,2306,-0.157902,12
frnd,2306,-0.079685,13
frnd,2307,-0.003674,1
frnd,2307,0.095201,2
frnd,2307,0.093180,3
frnd,2307,-0.442799,4
frnd,2307,-0.173971,5
frnd,2307,0.302131,6
frnd,2307,-0.339733,7
frnd,2307,0.108843,8
frnd,2307,-0.392856,9
frnd,2307,-0.201827,10
frnd,2307,0.221393,11
frnd,2307,-0.192957,12
frnd,2307,-0.131526,13
frnd,2308,0.023015,1
frnd,2308,0.084966,2
frnd,2308,0.153426,3
frnd,2308,-0.436591,4
frnd,2308,-0.209481,5
frnd,2308,0.331792,6
frnd,2308,-0.380482,7
frnd,2308,0.107743,8
frnd,2308,-0.295615,9
frnd,2308,-0.070559,10
frnd,2308,0.099821,11
frnd,2308,-0.300497,12
frnd,2308,-0.147062,13
frnd,2309,-0.133396,1
frnd,2309,0.074686,2
frnd,2309,0.015272,3
frnd,2309,-0.205714,4
frnd,2309,-0.030261,5
frnd,2309,0.159020,6
frnd,2309,-0.166765,7
frnd,2309,0.103644,8
frnd,2309,-0.367088,9
frnd,2309,-0.165848,10
frnd,2309,0.321825,11
frnd,2309,-0.146579,12
frnd,2309,-0.036382,13
frnd,2310,-0.244055,1
frnd,2310,0.092787,2
frnd,2310,-0.060883,3
frnd,2310,-0.193824,4
frnd,2310,-0.027453,5
frnd,2310,0.155135,6
frnd,2310,-0.125582,7
frnd,2310,0.102950,8
frnd,2310,-0.487509,9
frnd,2310,-0.298066,10
frnd,2310,0.444426,11
frnd,2310,-0.098548,12
frnd,2310,0.006067,13
frnd,2311,0.107648,1
frnd,2311,0.218175,2
frnd,2311,0.050181,3
frnd,2311,-0.443557,4
frnd,2311,-0.240925,5
frnd,2311,0.282203,6
frnd,2311,-0.377843,7
frnd,2311,0.040646,8
frnd,2311,-0.295283,9
frnd,2311,-0.151972,10
frnd,2311,0.100386,11
frnd,2311,-0.328551,12
frnd,2311,-0.166469,13
frnd,2312,-0.020712,1
frnd,2312,0.133311,2
frnd,2312,0.080214,3
frnd,2312,-0.382936,4
frnd,2312,-0.228684,5
frnd,2312,0.275849,6
frnd,2312,-0.340806,7
frnd,2312,0.060116,8
frnd,2312,-0.342414,9
frnd,2312,-0.145663,10
frnd,2312,0.167059,11
frnd,2312,-0.330437,12
frnd,2312,-0.124202,13
frnd,2313,-0.216432,1
frnd,2313,0.041337,2
frnd,2313,0.015906,3
frnd,2313,-0.183085,4
frnd,2313,-0.069105,5
frnd,2313,0.167728,6
frnd,2313,-0.183617,7
frnd,2313,0.065749,8
frnd,2313,-0.381862,9
frnd,2313,-0.258707,10
frnd,2313,0.383762,11
frnd,2313,-0.124274,12
frnd,2313,-0.019944,13
frnd,2314,-0.168161,1
frnd,2314,0.092112,2
frnd,2314,-0.042644,3
frnd,2314,-0.145980,4
frnd,2314,0.020853,5
frnd,2314,0.095089,6
frnd,2314,-0.096444,7
frnd,2314,0.038349,8
frnd,2314,-0.331180,9
frnd,2314,-0.328522,10
frnd,2314,0.401994,11
frnd,2314,0.010446,12
frnd,2314,-0.003568,13
frnd,2315,-0.208566,1
frnd,2315,0.059113,2
frnd,2315,0.026880,3
frnd,2315,-0.251663,4
frnd,2315,-0.013015,5
frnd,2315,0.163005,6
frnd,2315,-0.189063,7
frnd,2315,0.102170,8
frnd,2315,-0.476810,9
frnd,2315,-0.307636,10
frnd,2315,0.519231,11
frnd,2315,-0.106196,12
frnd,2315,-0.035125,13
frnd,2316,-0.247159,1
frnd,2316,0.035804,2
frnd,2316,-0.028686,3
frnd,2316,-0.191251,4
frnd,2316,0.007923,5
frnd,2316,0.119723,6
frnd,2316,-0.113673,7
frnd,2316,0.123569,8
frnd,2316,-0.533359,9
frnd,2316,-0.303822,10
frnd,2316,0.546962,11
frnd,2316,-0.097527,12
frnd,2316,-0.000396,13
frnd,2317,-0.248716,1
frnd,2317,0.026665,2
frnd,2317,-0.015334,3
frnd,2317,-0.230535,4
frnd,2317,-0.020269,5
frnd,2317,0.155584,6
frnd,2317,-0.137789,7
frnd,2317,0.129742,8
frnd,2317,-0.564182,9
frnd,2317,-0.315608,10
frnd,2317,0.541857,11
frnd,2317,-0.125126,12
frnd,2317,-0.014245,13
frnd,2318,-0.280685,1
frnd,2318,0.001754,2
frnd,2318,-0.076056,3
frnd,2318,-0.179711,4
frnd,2318,-0.049036,5
frnd,2318,0.123502,6
frnd,2318,-0.039456,7
frnd,2318,0.134489,8
frnd,2318,-0.585531,9
frnd,2318,-0.292136,10
frnd,2318,0.486833,11
frnd,2318,-0.125982,12
frnd,2318,0.030660,13
frnd,2319,-0.209551,1
frnd,2319,0.068698,2
frnd,2319,-0.068772,3
frnd,2319,-0.278216,4
frnd,2319,-0.068957,5
frnd,2319,0.189024,6
frnd,2319,-0.133370,7
frnd,2319,0.152096,8
frnd,2319,-0.594798,9
frnd,2319,-0.324904,10
frnd,2319,0.459465,11
frnd,2319,-0.096438,12
frnd,2319,-0.009446,13
frnd,2320,-0.122325,1
frnd,2320,0.099941,2
frnd,2320,-0.104470,3
frnd,2320,-0.313297,4
frnd,2320,-0.098863,5
frnd,2320,0.178496,6
frnd,2320,-0.129954,7
frnd,2320,0.151516,8
frnd,2320,-0.595538,9
frnd,2320,-0.313293,10
frnd,2320,0.388754,11
frnd,2320,-0.109261,12
frnd,2320,-0.021665,13
frnd,2321,-0.142301,1
frnd,2321,0.125144,2
frnd,2321,-0.105668,3
frnd,2321,-0.288525,4
frnd,2321,-0.048667,5
frnd,2321,0.154949,6
frnd,2321,-0.136637,7
frnd,2321,0.116033,8
frnd,2321,-0.571322,9
frnd,2321,-0.375311,10
frnd,2321,0.465371,11
frnd,2321,-0.067316,12
frnd,2321,-0.021125,13
frnd,2322,-0.114453,1
frnd,2322,0.122815,2
frnd,2322,-0.083545,3
frnd,2322,-0.325771,4
frnd,2322,-0.119793,5
frnd,2322,0.159014,6
frnd,2322,-0.158773,7
frnd,2322,0.115031,8
frnd,2322,-0.587011,9
frnd,2322,-0.414708,10
frnd,2322,0.433642,11
frnd,2322,-0.084824,12
frnd,2322,-0.029398,13
frnd,2323,-0.120813,1
frnd,2323,0.057265,2
frnd,2323,-0.031658,3
frnd,2323,-0.378851,4
frnd,2323,-0.183352,5
frnd,2323,0.217900,6
frnd,2323,-0.176428,7
frnd,2323,0.157744,8
frnd,2323,-0.593371,9
frnd,2323,-0.367440,10
frnd,2323,0.342869,11
frnd,2323,-0.093647,12
frnd,2323,-0.023299,13
frnd,2324,0.036898,1
frnd,2324,0.151705,2
frnd,2324,0.038142,3
frnd,2324,-0.490094,4
frnd,2324,-0.272003,5
frnd,2324,0.298765,6
frnd,2324,-0.330057,7
frnd,2324,0.118843,8
frnd,2324,-0.469038,9
frnd,2324,-0.257305,10
frnd,2324,0.169313,11
frnd,2324,-0.257312,12
frnd,2324,-0.116509,13
frnd,2325,-0.178926,1
frnd,2325,0.015488,2
frnd,2325,0.033887,3
frnd,2325,-0.329233,4
frnd,2325,-0.212193,5
frnd,2325,0.255651,6
frnd,2325,-0.189201,7
frnd,2325,0.190079,8
frnd,2325,-0.538368,9
frnd,2325,-0.232172,10
frnd,2325,0.248758,11
frnd,2325,-0.170799,12
frnd,2325,-0.012521,13
frnd,2326,-0.130566,1
frnd,2326,0.042593,2
frnd,2326,0.049546,3
frnd,2326,-0.415794,4
frnd,2326,-0.267758,5
frnd,2326,0.298408,6
frnd,2326,-0.245234,7
frnd,2326,0.203390,8
frnd,2326,-0.579465,9
frnd,2326,-0.240391,10
frnd,2326,0.228365,11
frnd,2326,-0.232881,12
frnd,2326,-0.043527,13
frnd,2327,-0.178811,1
frnd,2327,-0.032651,2
frnd,2327,-0.012427,3
frnd,2327,-0.343493,4
frnd,2327,-0.207973,5
frnd,2327,0.206108,6
frnd,2327,-0.073955,7
frnd,2327,0.251797,8
frnd,2327,-0.637050,9
frnd,2327,-0.265449,10
frnd,2327,0.252468,11
frnd,2327,-0.101267,12
frnd,2327,0.041970,13
frnd,2328,-0.206374,1
frnd,2328,-0.054055,2
frnd,2328,0.088017,3
frnd,2328,-0.373080,4
frnd,2328,-0.283071,5
frnd,2328,0.293428,6
frnd,2328,-0.183580,7
frnd,2328,0.239657,8
frnd,2328,-0.587533,9
frnd,2328,-0.198616,10
frnd,2328,0.191403,11
frnd,2328,-0.199806,12
frnd,2328,-0.002953,13
frnd,2329,-0.139979,1
frnd,2329,-0.035269,2
frnd,2329,0.001185,3
frnd,2329,-0.355435,4
frnd,2329,-0.257423,5
frnd,2329,0.233054,6
frnd,2329,-0.098971,7
frnd,2329,0.246898,8
frnd,2329,-0.623699,9
frnd,2329,-0.154851,10
frnd,2329,0.167482,11
frnd,2329,-0.227789,12
frnd,2329,0.009287,13
frnd,2330,-0.186105,1
frnd,2330,-0.107193,2
frnd,2330,-0.004661,3
frnd,2330,-0.289113,4
frnd,2330,-0.340165,5
frnd,2330,0.201064,6
frnd,2330,-0.010608,7
frnd,2330,0.248007,8
frnd,2330,-0.632352,9
frnd,2330,-0.112767,10
frnd,2330,0.088579,11
frnd,2330,-0.267680,12
frnd,2330,0.039614,13
frnd,2331,-0.073004,1
frnd,2331,0.026260,2
frnd,2331,0.020173,3
frnd,2331,-0.432214,4
frnd,2331,-0.343844,5
frnd,2331,0.296945,6
frnd,2331,-0.193069,7
frnd,2331,0.200282,8
frnd,2331,-0.579425,9
frnd,2331,-0.138493,10
frnd,2331,0.089089,11
frnd,2331,-0.336458,12
frnd,2331,-0.051281,13
frnd,2332,-0.168819,1
frnd,2332,-0.080645,2
frnd,2332,0.007307,3
frnd,2332,-0.348451,4
frnd,2332,-0.270250,5
frnd,2332,0.259928,6
frnd,2332,-0.077173,7
frnd,2332,0.246595,8
frnd,2332,-0.614033,9
frnd,2332,-0.065613,10
frnd,2332,0.125999,11
frnd,2332,-0.302743,12
frnd,2332,0.006843,13
frnd,2333,-0.261299,1
frnd,2333,-0.074182,2
frnd,2333,-0.051989,3
frnd,2333,-0.257685,4
frnd,2333,-0.183885,5
frnd,2333,0.195940,6
frnd,2333,-0.014581,7
frnd,2333,0.245482,8
frnd,2333,-0.684888,9
frnd,2333,-0.153951,10
frnd,2333,0.295867,11
frnd,2333,-0.222325,12
frnd,2333,0.043180,13
frnd,2334,-0.114683,1
frnd,2334,0.039966,2
frnd,2334,0.025211,3
frnd,2334,-0.371171,4
frnd,2334,-0.258378,5
frnd,2334,0.290693,6
frnd,2334,-0.214088,7
frnd,2334,0.193686,8
frnd,2334,-0.553368,9
frnd,2334,-0.087379,10
frnd,2334,0.179014,11
frnd,2334,-0.368321,12
frnd,2334,-0.060867,13
frnd,2335,-0.183582,1
frnd,2335,-0.022866,2
frnd,2335,0.012047,3
frnd,2335,-0.344310,4
frnd,2335,-0.239350,5
frnd,2335,0.255432,6
frnd,2335,-0.139629,7
frnd,2335,0.230144,8
frnd,2335,-0.639646,9
frnd,2335,-0.150850,10
frnd,2335,0.250215,11
frnd,2335,-0.271375,12
frnd,2335,-0.020343,13
frnd,2336,-0.150028,1
frnd,2336,0.011845,2
frnd,2336,-0.001799,3
frnd,2336,-0.365684,4
frnd,2336,-0.233453,5
frnd,2336,0.246273,6
frnd,2336,-0.150518,7
frnd,2336,0.212184,8
frnd,2336,-0.632646,9
frnd,2336,-0.208029,10
frnd,2336,0.268161,11
frnd,2336,-0.241217,12
frnd,2336,-0.027282,13
frnd,2337,-0.112874,1
frnd,2337,-0.009775,2
frnd,2337,-0.054212,3
frnd,2337,-0.367367,4
frnd,2337,-0.247260,5
frnd,2337,0.208077,6
frnd,2337,-0.056728,7
frnd,2337,0.223051,8
frnd,2337,-0.659083,9
frnd,2337,-0.221306,10
frnd,2337,0.207262,11
frnd,2337,-0.189067,12
frnd,2337,-0.003580,13
frnd,2338,-0.210346,1
frnd,2338,-0.119301,2
frnd,2338,-0.126882,3
frnd,2338,-0.225834,4
frnd,2338,-0.188549,5
frnd,2338,0.102728,6
frnd,2338,0.143386,7
frnd,2338,0.257678,8
frnd,2338,-0.710667,9
