trainingdata,generation,weight,feature
fjc,35,-6.199650,9
fjc,35,8.134699,10
fjc,35,12.529326,11
fjc,35,5.130187,12
fjc,35,11.065057,13
fjc,36,-9.072793,1
fjc,36,-2.832171,2
fjc,36,-11.955917,3
fjc,36,-20.270622,4
fjc,36,-16.560569,5
fjc,36,-1.131521,6
fjc,36,-2.236179,7
fjc,36,-10.254934,8
fjc,36,-7.940550,9
fjc,36,7.036910,10
fjc,36,15.113827,11
fjc,36,5.438203,12
fjc,36,11.981191,13
fjc,37,-8.657657,1
fjc,37,-1.583548,2
fjc,37,-9.897200,3
fjc,37,-20.146142,4
fjc,37,-15.560845,5
fjc,37,-1.510943,6
fjc,37,-4.541430,7
fjc,37,-8.527425,8
fjc,37,-7.967371,9
fjc,37,6.267359,10
fjc,37,14.311507,11
fjc,37,4.116262,12
fjc,37,12.078804,13
fjc,38,-8.295744,1
fjc,38,0.621588,2
fjc,38,-11.444047,3
fjc,38,-21.391394,4
fjc,38,-17.361362,5
fjc,38,-0.934555,6
fjc,38,-6.144541,7
fjc,38,-8.899915,8
fjc,38,-9.826398,9
fjc,38,6.850804,10
fjc,38,15.061043,11
fjc,38,6.386820,12
fjc,38,12.869171,13
fjc,39,-7.433500,1
fjc,39,1.989995,2
fjc,39,-11.634272,3
fjc,39,-19.015926,4
fjc,39,-16.178506,5
fjc,39,-1.391554,6
fjc,39,-5.979346,7
fjc,39,-7.187252,8
fjc,39,-9.298647,9
fjc,39,5.896566,10
fjc,39,11.951283,11
fjc,39,4.424474,12
fjc,39,11.959491,13
fjc,40,-7.503051,1
fjc,40,2.265547,2
fjc,40,-10.495354,3
fjc,40,-20.432772,4
fjc,40,-16.698375,5
fjc,40,-1.699564,6
fjc,40,-6.222802,7
fjc,40,-8.294008,8
fjc,40,-10.797080,9
fjc,40,8.277571,10
fjc,40,8.395255,11
fjc,40,2.868647,12
fjc,40,12.221115,13
fjc,41,-10.022477,1
fjc,41,-0.437177,2
fjc,41,-12.980193,3
fjc,41,-22.195385,4
fjc,41,-17.301634,5
fjc,41,-2.135802,6
fjc,41,-5.321387,7
fjc,41,-9.309000,8
fjc,41,-10.946698,9
fjc,41,8.974719,10
fjc,41,10.415076,11
fjc,41,5.025159,12
fjc,41,14.632535,13
fjc,42,-10.893355,1
fjc,42,-1.963302,2
fjc,42,-11.854429,3
fjc,42,-24.746809,4
fjc,42,-17.144365,5
fjc,42,-2.823405,6
fjc,42,-5.679770,7
fjc,42,-9.911146,8
fjc,42,-9.027553,9
fjc,42,9.325299,10
fjc,42,9.140914,11
fjc,42,3.876934,12
fjc,42,15.145821,13
fjc,43,-12.885221,1
fjc,43,-1.785839,2
fjc,43,-13.208303,3
fjc,43,-25.859319,4
fjc,43,-19.100276,5
fjc,43,-0.900533,6
fjc,43,-5.620795,7
fjc,43,-10.593501,8
fjc,43,-7.463675,9
fjc,43,8.823958,10
fjc,43,6.945286,11
fjc,43,4.374306,12
fjc,43,14.871255,13
fjc,44,-12.710385,1
fjc,44,-2.246532,2
fjc,44,-13.509466,3
fjc,44,-26.114956,4
fjc,44,-20.166823,5
fjc,44,-2.195448,6
fjc,44,-5.284447,7
fjc,44,-12.385832,8
fjc,44,-7.960062,9
fjc,44,8.056810,10
fjc,44,5.550960,11
fjc,44,5.904688,12
fjc,44,16.143951,13
fjc,45,-11.701296,1
fjc,45,-0.738002,2
fjc,45,-12.541107,3
fjc,45,-24.707187,4
fjc,45,-18.857767,5
fjc,45,-1.198940,6
fjc,45,-7.579721,7
fjc,45,-11.210386,8
fjc,45,-7.773723,9
fjc,45,6.727081,10
fjc,45,5.994839,11
fjc,45,5.088830,12
fjc,45,15.011907,13
fjc,46,-11.856983,1
fjc,46,0.058785,2
fjc,46,-12.032950,3
fjc,46,-25.477436,4
fjc,46,-20.425787,5
fjc,46,-1.082573,6
fjc,46,-7.968807,7
fjc,46,-12.069545,8
fjc,46,-8.751157,9
fjc,46,6.535873,10
fjc,46,4.759497,11
fjc,46,4.607750,12
fjc,46,15.459063,13
fjc,47,-10.897686,1
fjc,47,0.922339,2
fjc,47,-12.053963,3
fjc,47,-23.129265,4
fjc,47,-20.258777,5
fjc,47,-1.074306,6
fjc,47,-6.851307,7
fjc,47,-10.373415,8
fjc,47,-8.555423,9
fjc,47,7.799401,10
fjc,47,3.067005,11
fjc,47,3.645857,12
fjc,47,14.306410,13
fjc,48,-10.486040,1
fjc,48,1.348444,2
fjc,48,-13.605524,3
fjc,48,-23.002858,4
fjc,48,-19.326775,5
fjc,48,-1.316740,6
fjc,48,-5.672980,7
fjc,48,-10.863344,8
fjc,48,-8.035863,9
fjc,48,8.278705,10
fjc,48,3.906175,11
fjc,48,2.182090,12
fjc,48,13.636008,13
fjc,49,-9.498737,1
fjc,49,3.798305,2
fjc,49,-14.588964,3
fjc,49,-23.464061,4
fjc,49,-19.238870,5
fjc,49,-1.001401,6
fjc,49,-7.140636,7
fjc,49,-10.300198,8
fjc,49,-10.873040,9
fjc,49,8.537529,10
fjc,49,1.978880,11
fjc,49,1.793478,12
fjc,49,13.951820,13
fjc,50,-10.334075,1
fjc,50,1.926401,2
fjc,50,-14.029268,3
fjc,50,-25.132140,4
fjc,50,-20.328811,5
fjc,50,-1.886896,6
fjc,50,-5.776821,7
fjc,50,-11.801316,8
fjc,50,-10.945584,9
fjc,50,8.405141,10
fjc,50,2.203202,11
fjc,50,2.180234,12
fjc,50,14.880168,13
fjc,51,-11.407379,1
fjc,51,2.811842,2
fjc,51,-15.093711,3
fjc,51,-27.637171,4
fjc,51,-20.187621,5
fjc,51,-0.259185,6
fjc,51,-6.511077,7
fjc,51,-12.462296,8
fjc,51,-10.893099,9
fjc,51,7.282183,10
fjc,51,1.241996,11
fjc,51,3.202374,12
fjc,51,14.840391,13
fjc,52,-9.929108,1
fjc,52,3.680887,2
fjc,52,-15.750601,3
fjc,52,-26.449300,4
fjc,52,-18.785305,5
fjc,52,0.622636,6
fjc,52,-6.570122,7
fjc,52,-11.056321,8
fjc,52,-9.652938,9
fjc,52,6.993396,10
fjc,52,3.475769,11
fjc,52,3.721945,12
fjc,52,13.403579,13
fjc,53,-10.469741,1
fjc,53,3.184793,2
fjc,53,-14.851344,3
fjc,53,-26.375522,4
fjc,53,-19.659665,5
fjc,53,0.269027,6
fjc,53,-6.764215,7
fjc,53,-11.085774,8
fjc,53,-9.355477,9
fjc,53,8.987607,10
fjc,53,3.105363,11
fjc,53,3.171930,12
fjc,53,13.672391,13
fjc,54,-11.256259,1
fjc,54,3.416241,2
fjc,54,-15.330809,3
fjc,54,-27.570430,4
fjc,54,-21.580138,5
fjc,54,0.244183,6
fjc,54,-6.473176,7
fjc,54,-11.923111,8
fjc,54,-9.137646,9
fjc,54,9.285752,10
fjc,54,2.547673,11
fjc,54,3.443905,12
fjc,54,14.712541,13
fjc,55,-11.004197,1
fjc,55,3.996641,2
fjc,55,-15.549789,3
fjc,55,-26.711784,4
fjc,55,-20.954976,5
fjc,55,0.258421,6
fjc,55,-5.502044,7
fjc,55,-11.602935,8
fjc,55,-8.694310,9
fjc,55,7.589003,10
fjc,55,1.930691,11
fjc,55,3.779754,12
fjc,55,14.706336,13
fjc,56,-9.694638,1
fjc,56,5.043751,2
fjc,56,-15.834128,3
fjc,56,-27.367176,4
fjc,56,-20.334839,5
fjc,56,0.184621,6
fjc,56,-4.839115,7
fjc,56,-11.528722,8
fjc,56,-9.797347,9
fjc,56,7.442110,10
fjc,56,1.907463,11
fjc,56,4.223583,12
fjc,56,14.252705,13
fjc,57,-8.863924,1
fjc,57,5.157977,2
fjc,57,-15.334134,3
fjc,57,-28.105247,4
fjc,57,-21.248950,5
fjc,57,0.416105,6
fjc,57,-4.595197,7
fjc,57,-10.984056,8
fjc,57,-11.445382,9
fjc,57,6.388831,10
fjc,57,2.188349,11
fjc,57,3.681798,12
fjc,57,13.918685,13
fjc,58,-8.999156,1
fjc,58,4.976656,2
fjc,58,-15.844065,3
fjc,58,-29.138943,4
fjc,58,-22.065432,5
fjc,58,1.321410,6
fjc,58,-5.116787,7
fjc,58,-11.011141,8
fjc,58,-12.530528,9
fjc,58,7.159383,10
fjc,58,2.841809,11
fjc,58,3.836144,12
fjc,58,13.835405,13
fjc,59,-9.981798,1
fjc,59,5.905222,2
fjc,59,-15.887706,3
fjc,59,-28.943040,4
fjc,59,-22.421240,5
fjc,59,1.342891,6
fjc,59,-6.364334,7
fjc,59,-11.187670,8
fjc,59,-12.926439,9
fjc,59,6.885747,10
fjc,59,1.484136,11
fjc,59,3.976322,12
fjc,59,13.743545,13
fjc,60,-10.132811,1
fjc,60,4.992328,2
fjc,60,-15.001071,3
fjc,60,-30.283304,4
fjc,60,-22.812210,5
fjc,60,1.381961,6
fjc,60,-7.008824,7
fjc,60,-10.880967,8
fjc,60,-12.868713,9
fjc,60,7.265576,10
fjc,60,1.318820,11
fjc,60,4.538794,12
fjc,60,14.108297,13
fjc,61,-8.661509,1
fjc,61,4.949344,2
fjc,61,-15.414589,3
fjc,61,-29.206534,4
fjc,61,-24.132032,5
fjc,61,0.633299,6
fjc,61,-7.786192,7
fjc,61,-11.025782,8
fjc,61,-13.245587,9
fjc,61,7.827791,10
fjc,61,0.400640,11
fjc,61,4.097755,12
fjc,61,14.516598,13
fjc,62,-8.618116,1
fjc,62,4.436495,2
fjc,62,-14.931942,3
fjc,62,-29.282497,4
fjc,62,-23.617016,5
fjc,62,0.704715,6
fjc,62,-8.265184,7
fjc,62,-10.691276,8
fjc,62,-13.686753,9
fjc,62,8.221047,10
fjc,62,0.844148,11
fjc,62,3.919158,12
fjc,62,14.488714,13
fjc,63,-8.532822,1
fjc,63,4.102815,2
fjc,63,-13.645822,3
fjc,63,-27.970898,4
fjc,63,-23.676196,5
fjc,63,0.497193,6
fjc,63,-8.044728,7
fjc,63,-9.746589,8
fjc,63,-13.610399,9
fjc,63,7.486427,10
fjc,63,-0.381986,11
fjc,63,4.377737,12
fjc,63,13.756218,13
fjc,64,-8.258422,1
fjc,64,4.102510,2
fjc,64,-13.800870,3
fjc,64,-28.242133,4
fjc,64,-23.384573,5
fjc,64,0.176093,6
fjc,64,-6.963041,7
fjc,64,-9.693553,8
fjc,64,-13.305127,9
fjc,64,8.183400,10
fjc,64,1.070674,11
fjc,64,4.715360,12
fjc,64,14.369541,13
fjc,65,-7.880306,1
fjc,65,3.862608,2
fjc,65,-13.146021,3
fjc,65,-26.905950,4
fjc,65,-22.811902,5
fjc,65,0.675428,6
fjc,65,-7.129071,7
fjc,65,-9.124470,8
fjc,65,-13.818616,9
fjc,65,7.399960,10
fjc,65,0.815858,11
fjc,65,5.543719,12
fjc,65,13.494110,13
fjc,66,-7.158952,1
fjc,66,3.836681,2
fjc,66,-13.440964,3
fjc,66,-27.087087,4
fjc,66,-22.701025,5
fjc,66,0.843244,6
fjc,66,-8.117738,7
fjc,66,-8.645274,8
fjc,66,-13.347470,9
fjc,66,7.666703,10
fjc,66,0.215512,11
fjc,66,5.969887,12
fjc,66,12.957144,13
fjc,67,-6.673862,1
fjc,67,3.844645,2
fjc,67,-13.822460,3
fjc,67,-26.593024,4
fjc,67,-21.513419,5
fjc,67,1.186016,6
fjc,67,-8.029359,7
fjc,67,-9.132528,8
fjc,67,-12.958581,9
fjc,67,7.910167,10
fjc,67,-0.866707,11
fjc,67,5.267873,12
fjc,67,12.555234,13
fjc,68,-7.697014,1
fjc,68,3.475078,2
fjc,68,-13.945046,3
fjc,68,-27.763598,4
fjc,68,-22.252987,5
fjc,68,0.628766,6
fjc,68,-8.144486,7
fjc,68,-10.747557,8
fjc,68,-12.737493,9
fjc,68,8.670046,10
fjc,68,-1.481739,11
fjc,68,4.890894,12
fjc,68,13.408821,13
fjc,69,-8.117500,1
fjc,69,3.288982,2
fjc,69,-14.937737,3
fjc,69,-29.315313,4
fjc,69,-23.068656,5
fjc,69,0.747724,6
fjc,69,-8.580886,7
fjc,69,-11.482797,8
fjc,69,-14.077468,9
fjc,69,8.444080,10
fjc,69,-1.933161,11
fjc,69,4.725689,12
fjc,69,13.975686,13
fjc,70,-8.230115,1
fjc,70,3.716517,2
fjc,70,-15.233563,3
fjc,70,-30.313952,4
fjc,70,-24.315509,5
fjc,70,-0.091384,6
fjc,70,-9.922515,7
fjc,70,-12.915455,8
fjc,70,-14.389517,9
fjc,70,8.857125,10
fjc,70,-2.308646,11
fjc,70,5.124850,12
fjc,70,14.848299,13
fjc,71,-7.938897,1
fjc,71,3.458178,2
fjc,71,-14.252312,3
fjc,71,-29.107544,4
fjc,71,-22.685396,5
fjc,71,-1.014255,6
fjc,71,-9.744953,7
fjc,71,-13.069323,8
fjc,71,-13.379573,9
fjc,71,8.352085,10
fjc,71,-0.580012,11
fjc,71,5.353846,12
fjc,71,15.017253,13
fjc,72,-6.509648,1
fjc,72,3.589069,2
fjc,72,-14.292569,3
fjc,72,-29.462674,4
fjc,72,-23.676281,5
fjc,72,-0.777796,6
fjc,72,-10.191107,7
fjc,72,-13.228476,8
fjc,72,-13.207939,9
fjc,72,8.750771,10
fjc,72,-1.070668,11
fjc,72,4.944116,12
fjc,72,15.554798,13
fjc,73,-6.371545,1
fjc,73,3.696521,2
fjc,73,-13.394213,3
fjc,73,-29.431584,4
fjc,73,-23.891798,5
fjc,73,-0.901997,6
fjc,73,-9.829795,7
fjc,73,-13.529750,8
fjc,73,-12.783171,9
fjc,73,9.264744,10
fjc,73,-0.267495,11
fjc,73,4.642336,12
fjc,73,15.084550,13
fjc,74,-7.228332,1
fjc,74,3.066471,2
fjc,74,-13.092716,3
fjc,74,-29.984579,4
fjc,74,-23.387194,5
fjc,74,-1.088404,6
fjc,74,-10.494171,7
fjc,74,-14.198292,8
fjc,74,-12.953554,9
fjc,74,9.541556,10
fjc,74,-1.145540,11
fjc,74,4.974473,12
fjc,74,15.585627,13
fjc,75,-6.693788,1
fjc,75,3.164494,2
fjc,75,-13.241801,3
fjc,75,-29.593293,4
fjc,75,-23.772546,5
fjc,75,-0.946724,6
fjc,75,-11.319298,7
fjc,75,-14.082758,8
fjc,75,-13.453886,9
fjc,75,9.893311,10
fjc,75,-1.292294,11
fjc,75,4.694252,12
fjc,75,15.437869,13
fjc,76,-6.505959,1
fjc,76,2.638055,2
fjc,76,-12.658578,3
fjc,76,-29.154353,4
fjc,76,-23.700710,5
fjc,76,-1.204784,6
fjc,76,-10.644757,7
fjc,76,-13.512374,8
fjc,76,-13.311716,9
fjc,76,10.999354,10
fjc,76,-2.157565,11
fjc,76,4.264549,12
fjc,76,15.387672,13
fjc,77,-6.467011,1
fjc,77,2.295505,2
fjc,77,-12.746413,3
fjc,77,-28.974839,4
fjc,77,-23.599200,5
fjc,77,-0.798015,6
fjc,77,-9.944741,7
fjc,77,-13.168568,8
fjc,77,-14.424102,9
fjc,77,10.710927,10
fjc,77,-2.044362,11
fjc,77,5.081004,12
fjc,77,14.913878,13
fjc,78,-5.435805,1
fjc,78,3.695030,2
fjc,78,-13.293982,3
fjc,78,-28.615045,4
fjc,78,-23.808939,5
fjc,78,-0.928962,6
fjc,78,-9.605130,7
fjc,78,-13.619223,8
fjc,78,-14.830278,9
fjc,78,11.159849,10
fjc,78,-2.449514,11
fjc,78,4.931519,12
fjc,78,14.816146,13
fjc,79,-5.426538,1
fjc,79,3.933578,2
fjc,79,-12.605163,3
fjc,79,-28.732873,4
fjc,79,-24.527518,5
fjc,79,-0.730709,6
fjc,79,-9.687215,7
fjc,79,-13.304874,8
fjc,79,-15.110655,9
fjc,79,10.877131,10
fjc,79,-3.270437,11
fjc,79,5.455546,12
fjc,79,14.606057,13
fjc,80,-4.913526,1
fjc,80,3.202149,2
