Problem,Dimension,Track,Scaled,Prob,NrFeat,Model,Validation.Acc,Training.Acc,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totproc,phi.wait,phi.mac,phi.macOps,phi.macfree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
f.rnd,10x10,OPT,F,bcs,2,22,69.48,69.81,0.0195438075317415,0,0,0,0,0,0,-0.210828367762476,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,23,64.61,65.8,0,-0.00490921500552286,0,0,0,0,0,0.203433547590096,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,24,70.16,70.44,0,0,-0.0147131331474826,0,0,0,0,0.216512263820639,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,25,63.61,64.67,0,0,0,0.100085804838463,0,0,0,0.100085804838463,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,26,62.81,63.64,0,0,0,0,0.00165630730240675,0,0,0.152719998792424,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,27,62.66,64.06,0,0,0,0,0,0.00124187285246424,0,-0.213084341409506,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,28,62.95,63.76,0,0,0,0,0,0,0.00216224882145284,-0.144151264149317,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,29,68.07,68.2,0.0189325378899648,0,0,0,0,0,0,0,0.152878035216833,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,30,63.73,65.05,0,0.00363076346424427,0,0,0,0,0,0,0.146964936165475,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,31,67.42,67.8,0,0,-0.0134892443226895,0,0,0,0,0,-0.136995797558206,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,32,66.22,66.7,0,0,0,0.955341734534138,0,0,0,0,0.753186933650716,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,33,61.73,62.36,0,0,0,0,-0.00231541205997505,0,0,0,0.0828193138416387,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,34,62.02,63.33,0,0,0,0,0,-0.00106561075477917,0,0,-0.160831805595254,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,35,62.92,63.66,0,0,0,0,0,0,-0.00287677017373483,0,-0.0674563436845095,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,36,66.22,66.7,0,0,0,0,0,0,0,0.964523385504769,0.75993633106101,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,37,64.63,65.05,-0.012907911336168,0,0,0,0,0,0,0,0,-0.00670024566078064,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,38,64.43,65.03,0,-0.0119867320588322,0,0,0,0,0,0,0,0.0192066276984134,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,39,63.73,63.65,0,0,0.00698138027788459,0,0,0,0,0,0,0.00689390939315924,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,40,70.17,70.42,0,0,0,-0.215304842117396,0,0,0,0,0,0.0147528449133636,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,41,69.43,69.51,0,0,0,0,0.0038590668414681,0,0,0,0,-0.0152802116676776,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,42,64.2,64.21,0,0,0,0,0,0.00104914866613078,0,0,0,-0.0143314276581491,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,43,69.07,69.01,0,0,0,0,0,0,-0.00368790573611301,0,0,-0.0135461035002995,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,44,70.17,70.44,0,0,0,0,0,0,0,-0.217235129313717,0,0.0146908237582174,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,45,67.44,67.78,0,0,0,0,0,0,0,0,-0.13897883530418,-0.0135115599976299,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,46,64.65,65.18,0.0147861864864837,0,0,0,0,0,0,0,0,0,0.00626643327961062,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,47,63.66,63.9,0,0.00846950258798253,0,0,0,0,0,0,0,0,-0.0203917396174855,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,48,63.73,63.65,0,0,0.017818316744055,0,0,0,0,0,0,0,-0.00547717533718442,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,49,69.18,69.73,0,0,0,-0.214938111884434,0,0,0,0,0,0,0.0168152809197657,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,50,68.92,68.98,0,0,0,0,0.00373570944554987,0,0,0,0,0,-0.0173521024759637,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,51,62.93,62.92,0,0,0,0,0,-0.000878917039275297,0,0,0,0,0.0164073046693552,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,52,68.54,68.5,0,0,0,0,0,0,-0.00369652548192676,0,0,0,-0.0153696925767462,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,53,69.21,69.73,0,0,0,0,0,0,0,-0.213817238718883,0,0,0.0165722513517039,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,54,66.89,67.39,0,0,0,0,0,0,0,0,-0.146020573400358,0,-0.0154514258448829,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,55,63.73,63.64,0,0,0,0,0,0,0,0,0,0.0178825644917902,-0.00555073329287888,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,56,66.72,66.89,-0.018282881236028,0,0,0,0,0,0,0,0,0,0,0,-0.00497134091130929,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,57,57.18,57.21,0,0.00604996979912309,0,0,0,0,0,0,0,0,0,0,0.00614864471134273,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,58,66.49,66.58,0,0,0.0143735802964475,0,0,0,0,0,0,0,0,0,0.00626400051991775,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,59,62.51,63.42,0,0,0,0.170844615661719,0,0,0,0,0,0,0,0,-0.00228266804712669,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,60,60.52,61.02,0,0,0,0,-0.00252602263728449,0,0,0,0,0,0,0,0.00358025630170231,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,61,55.89,56.03,0,0,0,0,0,0.000501399043573508,0,0,0,0,0,0,0.00559114574145287,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,62,60.76,61.45,0,0,0,0,0,0,-0.00306409300222745,0,0,0,0,0,-0.00333172603235562,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,63,62.52,63.43,0,0,0,0,0,0,0,0.170053824700757,0,0,0,0,-0.00225143128397891,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,64,61.35,62.21,0,0,0,0,0,0,0,0,0.104142030905195,0,0,0,0.00356539266788904,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,65,66.47,66.56,0,0,0,0,0,0,0,0,0,0.014308739001881,0,0,0.00622442323964377,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,66,65.99,66.09,0,0,0,0,0,0,0,0,0,0,0.016362803892141,0,0.00618293791636394,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,67,68.02,68.49,0.018473153511349,0,0,0,0,0,0,0,0,0,0,0,0,-0.00317699580556723,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,68,63.88,65.02,0,-0.0058791325861267,0,0,0,0,0,0,0,0,0,0,0,0.00348127837824562,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,69,68.44,68.92,0,0,-0.0146641395120289,0,0,0,0,0,0,0,0,0,0,0.00356777405157391,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,70,64.74,65.87,0,0,0,-0.223289980364785,0,0,0,0,0,0,0,0,0,0.000488016804648504,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,71,62.42,63.27,0,0,0,0,-0.00188670225494938,0,0,0,0,0,0,0,0,-0.00225729289503854,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,72,61.5,62.58,0,0,0,0,0,0.0013918212295087,0,0,0,0,0,0,0,-0.00359755662702711,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,73,62.8,63.82,0,0,0,0,0,0,0.00258822419828273,0,0,0,0,0,0,-0.00192872435645693,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,74,64.74,65.87,0,0,0,0,0,0,0,-0.22283286947636,0,0,0,0,0,0.000474288935421881,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,75,62.47,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328859998862929,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,76,68.48,68.92,0,0,0,0,0,0,0,0,0,0.0145229929774223,0,0,0,-0.00359084594048651,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,77,67.68,68.38,0,0,0,0,0,0,0,0,0,0,0.0166903177910437,0,0,-0.00355789856049767,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,78,62.1,63.21,0,0,0,0,0,0,0,0,0,0,0,0,0.00275743575962827,-0.00257758298968575,0,0,0,0
f.rnd,10x10,OPT,F,bcs,2,79,66.71,66.89,-0.0182153200618738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497365493074414,0,0,0
f.rnd,10x10,OPT,F,bcs,2,80,59.49,59.6,0,0.0059821011293585,0,0,0,0,0,0,0,0,0,0,0,0,-0.00597727148557851,0,0,0
f.rnd,10x10,OPT,F,bcs,2,81,66.49,66.57,0,0,-0.0142533982301088,0,0,0,0,0,0,0,0,0,0,0,0.00621398567833199,0,0,0
f.rnd,10x10,OPT,F,bcs,2,82,62.5,63.41,0,0,0,0.166276463759868,0,0,0,0,0,0,0,0,0,0,0.00228244477156337,0,0,0
f.rnd,10x10,OPT,F,bcs,2,83,60.52,61.04,0,0,0,0,-0.0025761888383856,0,0,0,0,0,0,0,0,0,-0.00349993741155746,0,0,0
f.rnd,10x10,OPT,F,bcs,2,84,56.06,56.22,0,0,0,0,0,-0.00044189045272379,0,0,0,0,0,0,0,0,0.00568993538145881,0,0,0
f.rnd,10x10,OPT,F,bcs,2,85,60.76,61.45,0,0,0,0,0,0,-0.00309458030757608,0,0,0,0,0,0,0,0.00332843131027061,0,0,0
f.rnd,10x10,OPT,F,bcs,2,86,62.52,63.44,0,0,0,0,0,0,0,0.173739382066316,0,0,0,0,0,0,0.00223097957894406,0,0,0
f.rnd,10x10,OPT,F,bcs,2,87,61.39,62.24,0,0,0,0,0,0,0,0,-0.10694040309975,0,0,0,0,0,0.00353403375651248,0,0,0
f.rnd,10x10,OPT,F,bcs,2,88,66.47,66.56,0,0,0,0,0,0,0,0,0,-0.0142979160955899,0,0,0,0,0.00622692480312517,0,0,0
f.rnd,10x10,OPT,F,bcs,2,89,65.96,66.08,0,0,0,0,0,0,0,0,0,0,0.0165675426853595,0,0,0,-0.006155453117696,0,0,0
f.rnd,10x10,OPT,F,bcs,2,90,57.82,57.85,0,0,0,0,0,0,0,0,0,0,0,0,-0.00281483785564506,0,0.00281483785564506,0,0,0
f.rnd,10x10,OPT,F,bcs,2,91,62.12,63.23,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00261753152973535,-0.00269678874960229,0,0,0
f.rnd,10x10,OPT,F,bcs,2,92,66.38,66.18,-0.0202598921990862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020074989633138,0,0
f.rnd,10x10,OPT,F,bcs,2,93,54.65,55.7,0,-0.00387714155459084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118173845526491,0,0
f.rnd,10x10,OPT,F,bcs,2,94,64.89,65.12,0,0,0.0140721172364366,0,0,0,0,0,0,0,0,0,0,0,0,-0.00159450601420835,0,0
f.rnd,10x10,OPT,F,bcs,2,95,64.88,65.33,0,0,0,0.503760729161016,0,0,0,0,0,0,0,0,0,0,0,-0.00702265003970488,0,0
f.rnd,10x10,OPT,F,bcs,2,96,59.77,60.36,0,0,0,0,-0.00336269905206799,0,0,0,0,0,0,0,0,0,0,0.000298504066335607,0,0
f.rnd,10x10,OPT,F,bcs,2,97,53.97,54.74,0,0,0,0,0,-0.000559664707364828,0,0,0,0,0,0,0,0,0,0.00135121238195685,0,0
f.rnd,10x10,OPT,F,bcs,2,98,61.31,61.64,0,0,0,0,0,0,-0.00411041809155191,0,0,0,0,0,0,0,0,-0.00062730694283077,0,0
f.rnd,10x10,OPT,F,bcs,2,99,64.85,65.34,0,0,0,0,0,0,0,-0.504159293540586,0,0,0,0,0,0,0,0.00701402399987106,0,0
f.rnd,10x10,OPT,F,bcs,2,100,61.61,62.48,0,0,0,0,0,0,0,0,0.368738563567398,0,0,0,0,0,0,0.00509528224558588,0,0
f.rnd,10x10,OPT,F,bcs,2,101,64.9,65.1,0,0,0,0,0,0,0,0,0,0.0143845016531777,0,0,0,0,0,-0.00165437480488225,0,0
f.rnd,10x10,OPT,F,bcs,2,102,63.9,64.33,0,0,0,0,0,0,0,0,0,0,-0.0160829184736284,0,0,0,0,0.00160066058274488,0,0
f.rnd,10x10,OPT,F,bcs,2,103,58.79,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0.00542501748594563,0,0,-0.000150707114847669,0,0
f.rnd,10x10,OPT,F,bcs,2,104,60.73,61.96,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00513923038651369,0,0.0025963986973201,0,0
f.rnd,10x10,OPT,F,bcs,2,105,58.62,58.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539468534309282,0.000222172899819934,0,0
f.rnd,10x10,OPT,F,bcs,2,106,66.85,67,0.0162955188012867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288893513600919,0
f.rnd,10x10,OPT,F,bcs,2,107,61.11,62.36,0,0.00575238302644082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390150422273941,0
f.rnd,10x10,OPT,F,bcs,2,108,66.48,66.93,0,0,-0.0126099693873453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338355323896878,0
f.rnd,10x10,OPT,F,bcs,2,109,62.28,63.71,0,0,0,-0.140621068059951,0,0,0,0,0,0,0,0,0,0,0,0,0.00153318400394466,0
f.rnd,10x10,OPT,F,bcs,2,110,62.4,63.55,0,0,0,0,-0.00215273835387146,0,0,0,0,0,0,0,0,0,0,0,0.00296601937491831,0
f.rnd,10x10,OPT,F,bcs,2,111,61.56,62.45,0,0,0,0,0,-0.00153885882053008,0,0,0,0,0,0,0,0,0,0,0.00426232418664314,0
f.rnd,10x10,OPT,F,bcs,2,112,63.29,64.32,0,0,0,0,0,0,-0.00269315751023853,0,0,0,0,0,0,0,0,0,-0.00280640901760499,0
f.rnd,10x10,OPT,F,bcs,2,113,62.28,63.71,0,0,0,0,0,0,0,-0.140927233549766,0,0,0,0,0,0,0,0,0.00153393098972908,0
f.rnd,10x10,OPT,F,bcs,2,114,59.93,61.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00377189488217365,0
f.rnd,10x10,OPT,F,bcs,2,115,66.53,66.97,0,0,0,0,0,0,0,0,0,-0.012731736336589,0,0,0,0,0,0,-0.0033657665469158,0
f.rnd,10x10,OPT,F,bcs,2,116,65.77,66.51,0,0,0,0,0,0,0,0,0,0,0.0143638877144087,0,0,0,0,0,0.00351183009705117,0
f.rnd,10x10,OPT,F,bcs,2,117,60.11,61,0,0,0,0,0,0,0,0,0,0,0,0,0.00298838196088865,0,0,0,0.00311945557490762,0
f.rnd,10x10,OPT,F,bcs,2,118,61.42,62.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156546552851376,0,0,-0.00265602719145164,0
f.rnd,10x10,OPT,F,bcs,2,119,60.12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00298006807598487,0,0.00309487647641126,0
f.rnd,10x10,OPT,F,bcs,2,120,61.27,61.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184536059758262,-0.00498390488099656,0
f.rnd,10x10,OPT,F,bcs,3,1,64.63,65.05,0.010797932464037,-0.00204427113359827,0.00875366133043872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,2,69.89,70.55,-0.020175121103683,-0.00778864586126066,0,0.212237293639066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,3,69.9,70.56,-0.0124099922966801,0,-0.0078691892240288,0.214238956333627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,4,69.91,70.54,0,-0.0126894876734239,0.0203746982539542,-0.213306907030994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,5,69.25,69.59,0.0187870328899221,0.0107447025774497,0,0,-0.00349877240788172,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,6,69.24,69.58,-0.00808204413314065,0,-0.0108088971199399,0,0.00350605403701056,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,7,69.22,69.56,0,0.00815736938701186,-0.0188754336081431,0,0.00347650131410427,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,8,69.89,70.13,0.0189706522881956,0,0,-0.18148118442604,-0.000871181803534657,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,9,64.81,65.84,0,-0.00705813114332672,0,0.146602533521584,0.00209212995413246,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,10,70.95,71.34,0,0,0.0152558262992866,-0.15211535347498,-0.00221566286441055,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,11,65.26,65.51,-0.0214000384197613,-0.00703398105912871,0,0,0,0.00161369763197324,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,12,65.21,65.52,0.0142139157305402,0,0.00706267714079331,0,0,-0.00157409962612389,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,13,65.25,65.54,0,-0.0144302535821803,0.021334160975278,0,0,-0.00157526283436198,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,14,69.73,69.93,-0.0199162013593726,0,0,0.206581218125638,0,0.000535983024138131,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,15,63.43,64.92,0,0.0048329801018539,0,-0.213799236889571,0,0.00130044872361159,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,16,70.21,70.52,0,0,0.0146777351438303,-0.217462162746645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,17,68.22,68.46,0.0183331606508519,0,0,0,-0.00272159332459828,-0.000438769302267315,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,18,63.5,64.3,0,-0.00871805917320342,0,0,0.00410438083253674,-0.00142986693161111,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,19,69.44,69.54,0,0,0.0152127961284367,0,-0.00385514528783312,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,20,63.1,64.18,0,0,0,0.158111567185567,0.00186148984815291,-0.00155865111051979,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,21,69.27,69.59,-0.0186813630380131,-0.00728176365869504,0,0,0,0,-0.00353610390785604,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,22,69.23,69.57,0.0114286060237858,0,0.00736332365462724,0,0,0,0.00348607043815977,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,23,69.2,69.56,0,0.0117325937039945,-0.0188389005389229,0,0,0,-0.00348115694781627,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,24,70.45,70.72,0.0187543212325817,0,0,-0.153466336904786,0,0,0.00173452112684072,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,25,64.8,65.89,0,-0.00513528676928652,0,0.142877837573387,0,0,-0.00216784679050094,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,bcs,3,26,70.84,71.2,0,0,-0.0144103795795025,0.166260574193284,0,0,-0.00176826141128101,0,0,0,0,0,0,0,0,0,0,0
