Problem,NrFeat,Model,Training.Rho,NTrain,Validation.Rho,NTest,Dimension,Track,Scaled,Prob,Validation.Acc,Training.Acc
f.rnd,1,1,39.12471,268,38.57265,177,10x10,OPT,FALSE,opt,64.36,64.62
f.rnd,1,10,34.86277,268,33.59096,177,10x10,OPT,FALSE,opt,63.73,63.64
f.rnd,1,11,18.69549,268,18.4966,177,10x10,OPT,FALSE,opt,62.64,62.71
f.rnd,1,12,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,57.82,57.85
f.rnd,1,13,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,62.47,63.59
f.rnd,1,14,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,57.82,57.85
f.rnd,1,15,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,55.12,55.86
f.rnd,1,16,33.92269,268,34.72992,177,10x10,OPT,FALSE,opt,59.93,61.12
f.rnd,1,2,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,51.38,51.5
f.rnd,1,3,18.69549,268,18.4966,177,10x10,OPT,FALSE,opt,63.73,63.65
f.rnd,1,4,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,63.61,64.67
f.rnd,1,5,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,59.89,60.3
f.rnd,1,6,23.60029,268,22.84114,177,10x10,OPT,FALSE,opt,50.9,50.62
f.rnd,1,7,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,61.19,61.37
f.rnd,1,8,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,63.61,64.67
f.rnd,1,9,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,63.61,64.67
f.rnd,16,1,40.85775,268,39.70904,177,10x10,OPT,FALSE,opt,76.22,76.65
f.rnd,2,1,36.13674,268,36.63375,177,10x10,OPT,FALSE,opt,64.53,65.08
f.rnd,2,10,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,62.83,63.65
f.rnd,2,100,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,61.98,63.07
f.rnd,2,101,18.06436,268,17.85193,177,10x10,OPT,FALSE,opt,65.03,65.17
f.rnd,2,102,18.8237,268,19.11959,177,10x10,OPT,FALSE,opt,63.94,64.34
f.rnd,2,103,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,58.21,58.69
f.rnd,2,104,24.97376,268,24.55607,177,10x10,OPT,FALSE,opt,62.08,63.03
f.rnd,2,105,28.08806,268,27.17781,177,10x10,OPT,FALSE,opt,58.36,58.71
f.rnd,2,106,25.68715,268,24.81567,177,10x10,OPT,FALSE,opt,66.82,67.01
f.rnd,2,107,28.09588,268,26.85631,177,10x10,OPT,FALSE,opt,61.02,62.09
f.rnd,2,108,35.88916,268,35.6943,177,10x10,OPT,FALSE,opt,66.36,66.93
f.rnd,2,109,33.92269,268,34.72992,177,10x10,OPT,FALSE,opt,62.69,64.02
f.rnd,2,11,41.69792,268,40.62345,177,10x10,OPT,FALSE,opt,64.83,65.09
f.rnd,2,110,25.90669,268,25.24639,177,10x10,OPT,FALSE,opt,62.53,63.65
f.rnd,2,111,39.66215,268,38.58659,177,10x10,OPT,FALSE,opt,62.21,63.24
f.rnd,2,112,32.9855,268,33.09734,177,10x10,OPT,FALSE,opt,63.4,64.61
f.rnd,2,113,33.92269,268,34.72992,177,10x10,OPT,FALSE,opt,62.77,64.12
f.rnd,2,114,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,61.77,63.08
f.rnd,2,115,31.80644,268,30.82412,177,10x10,OPT,FALSE,opt,66.34,66.94
f.rnd,2,116,24.18317,268,23.13297,177,10x10,OPT,FALSE,opt,65.78,66.5
f.rnd,2,117,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,60,60.87
f.rnd,2,118,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,61.79,62.94
f.rnd,2,119,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,59.99,60.86
f.rnd,2,12,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,51.87,52.05
f.rnd,2,120,33.37507,268,34.17706,177,10x10,OPT,FALSE,opt,60.24,61.35
f.rnd,2,13,38.05363,268,37.26643,177,10x10,OPT,FALSE,opt,64.04,64.1
f.rnd,2,14,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,63.24,64.33
f.rnd,2,15,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,60.58,61.36
f.rnd,2,16,43.08239,268,43.15433,177,10x10,OPT,FALSE,opt,69.53,69.84
f.rnd,2,17,39.95406,268,39.44443,177,10x10,OPT,FALSE,opt,62.88,63.47
f.rnd,2,18,46.70976,268,46.26675,177,10x10,OPT,FALSE,opt,69.64,69.69
f.rnd,2,19,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,62.96,63.76
f.rnd,2,2,38.72594,268,37.29917,177,10x10,OPT,FALSE,opt,64.6,65.08
f.rnd,2,20,39.95406,268,39.44443,177,10x10,OPT,FALSE,opt,62.87,63.47
f.rnd,2,21,25.42658,268,24.14947,177,10x10,OPT,FALSE,opt,63.05,63.39
f.rnd,2,22,43.88536,268,41.74445,177,10x10,OPT,FALSE,opt,69.77,69.93
f.rnd,2,23,41.5992,268,41.73056,177,10x10,OPT,FALSE,opt,64.74,65.89
f.rnd,2,24,41.60276,268,40.19821,177,10x10,OPT,FALSE,opt,70.14,70.92
f.rnd,2,25,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,63.61,64.67
f.rnd,2,26,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,62.83,63.64
f.rnd,2,27,23.60029,268,22.84114,177,10x10,OPT,FALSE,opt,63.2,64.32
f.rnd,2,28,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,62.96,63.76
f.rnd,2,29,20.67339,268,21.20906,177,10x10,OPT,FALSE,opt,68.17,68.4
f.rnd,2,3,35.61786,268,36.39833,177,10x10,OPT,FALSE,opt,64.58,65.09
f.rnd,2,30,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,64.74,65.87
f.rnd,2,31,45.82658,268,45.51385,177,10x10,OPT,FALSE,opt,68.23,68.75
f.rnd,2,32,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,65.94,66.9
f.rnd,2,33,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,61.94,62.66
f.rnd,2,34,25.23674,268,23.97709,177,10x10,OPT,FALSE,opt,62.75,63.98
f.rnd,2,35,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,62.91,63.65
f.rnd,2,36,24.45265,268,23.95524,177,10x10,OPT,FALSE,opt,65.94,66.9
f.rnd,2,37,36.30609,268,36.07585,177,10x10,OPT,FALSE,opt,64.51,65.08
f.rnd,2,38,35.51978,268,35.07682,177,10x10,OPT,FALSE,opt,64.49,65.01
f.rnd,2,39,37.51621,268,36.45989,177,10x10,OPT,FALSE,opt,63.73,63.65
