Step,rnd,unique
30,0.900,5.000
30,0.700,3.000
30,0.400,4.000
30,0.800,8.000
30,0.600,2.000
30,0.800,1.000
30,0.600,4.000
30,0.500,1.000
30,0.800,3.000
30,0.700,2.000
30,0.700,1.000
30,0.500,1.000
30,0.800,8.000
30,0.800,7.000
30,0.800,3.000
30,0.800,8.000
30,0.900,9.000
30,0.900,9.000
30,0.700,6.000
30,0.600,2.000
30,0.900,5.000
30,0.600,2.000
30,0.800,2.000
30,0.900,9.000
30,1.000,5.000
30,0.800,4.000
30,0.800,4.000
30,0.700,1.000
30,0.800,1.000
30,0.700,6.000
30,0.800,1.000
31,0.700,3.000
31,0.700,4.000
31,0.800,2.000
31,0.600,5.000
31,0.700,3.000
31,0.900,9.000
31,0.600,1.000
31,0.800,8.000
31,0.700,4.000
31,0.700,5.000
31,0.500,2.000
31,0.700,5.000
31,0.500,4.000
31,0.700,7.000
31,0.900,2.000
31,0.800,8.000
31,0.800,7.000
31,0.600,4.000
31,0.700,7.000
31,0.600,2.000
31,0.700,1.000
31,0.800,7.000
31,0.700,5.000
31,0.600,2.000
31,0.900,7.000
31,0.700,5.000
31,0.700,6.000
31,0.600,1.000
31,0.700,1.000
31,0.700,3.000
31,0.700,1.000
31,0.700,1.000
31,0.600,2.000
31,0.900,5.000
31,0.800,3.000
31,0.500,1.000
31,1.000,8.000
31,0.800,8.000
31,0.800,7.000
31,0.600,6.000
31,0.500,5.000
31,0.600,2.000
31,0.800,2.000
31,0.700,7.000
31,0.900,2.000
31,0.700,2.000
31,0.700,2.000
31,0.700,3.000
31,0.700,5.000
31,0.700,2.000
31,0.700,7.000
31,0.700,2.000
31,0.700,6.000
31,0.600,5.000
31,0.500,2.000
31,0.700,7.000
31,0.600,5.000
31,0.900,9.000
31,0.700,4.000
31,0.800,8.000
31,0.500,3.000
31,0.800,8.000
31,0.700,5.000
31,0.800,5.000
31,0.800,8.000
31,0.500,4.000
31,0.900,7.000
31,0.700,5.000
31,0.900,9.000
31,0.600,4.000
31,0.700,4.000
31,0.500,2.000
31,0.900,6.000
31,0.900,9.000
31,0.800,4.000
31,0.800,7.000
31,0.800,8.000
31,0.600,1.000
31,0.600,2.000
31,0.800,4.000
31,0.800,8.000
31,0.800,3.000
31,0.800,7.000
31,0.800,7.000
31,0.800,6.000
31,0.700,7.000
31,0.600,5.000
31,0.600,2.000
31,0.600,2.000
31,0.800,6.000
31,0.800,3.000
31,0.900,8.000
31,0.900,6.000
31,0.600,1.000
31,0.700,3.000
31,0.800,8.000
31,0.700,4.000
31,0.900,7.000
31,0.600,1.000
31,0.700,3.000
31,0.700,3.000
31,0.800,4.000
31,0.700,5.000
31,0.700,3.000
31,0.700,1.000
31,0.700,7.000
31,0.800,8.000
31,0.500,1.000
31,0.700,6.000
31,0.600,4.000
31,0.600,6.000
31,0.500,2.000
31,0.600,5.000
31,0.700,6.000
31,0.600,4.000
31,0.800,5.000
31,0.700,5.000
31,0.700,4.000
31,0.600,6.000
31,1.000,7.000
31,0.900,9.000
31,0.900,5.000
31,0.700,6.000
31,0.700,2.000
31,0.800,4.000
31,0.800,1.000
31,0.800,6.000
31,0.800,5.000
31,0.700,7.000
31,0.500,1.000
31,0.900,7.000
31,0.700,3.000
31,0.700,1.000
31,0.700,4.000
31,0.700,4.000
31,0.900,5.000
31,0.700,5.000
31,0.600,4.000
31,0.700,6.000
31,0.800,5.000
31,0.600,2.000
31,0.700,3.000
31,0.700,5.000
31,0.500,2.000
31,0.600,4.000
31,0.900,9.000
31,0.600,6.000
31,0.800,7.000
31,0.600,6.000
31,0.700,2.000
31,0.600,5.000
31,0.500,5.000
31,0.800,6.000
31,0.700,2.000
31,0.800,4.000
31,0.600,5.000
31,0.700,6.000
31,0.600,1.000
31,0.700,2.000
31,0.800,5.000
31,0.700,4.000
31,0.900,8.000
31,0.600,3.000
31,0.700,7.000
31,0.700,3.000
31,0.800,1.000
31,0.800,8.000
31,0.700,4.000
31,0.600,4.000
31,0.700,5.000
31,0.600,2.000
31,0.700,5.000
31,0.700,2.000
31,0.700,4.000
31,0.600,4.000
31,0.700,4.000
31,0.900,9.000
31,0.600,1.000
31,0.800,8.000
31,0.600,2.000
31,0.700,6.000
31,0.800,7.000
31,0.800,5.000
31,0.800,3.000
31,0.600,2.000
31,0.700,1.000
31,0.700,3.000
31,0.500,1.000
31,0.900,6.000
31,0.900,4.000
31,0.700,5.000
31,0.800,8.000
31,0.900,2.000
31,0.900,4.000
31,0.700,4.000
31,0.700,1.000
31,0.800,5.000
31,0.500,3.000
31,0.700,1.000
31,0.700,6.000
31,0.600,4.000
31,0.900,8.000
31,0.700,3.000
31,0.900,9.000
31,0.500,2.000
31,0.800,7.000
31,0.500,2.000
31,0.700,1.000
31,0.700,7.000
31,0.700,2.000
31,0.600,2.000
31,0.800,1.000
31,0.600,6.000
31,0.400,4.000
31,0.800,8.000
31,0.700,2.000
31,0.700,3.000
31,0.900,9.000
31,0.800,7.000
31,0.800,4.000
31,0.500,5.000
31,0.600,2.000
31,0.900,8.000
31,0.900,9.000
31,0.700,5.000
31,0.600,3.000
31,0.700,1.000
31,0.700,4.000
31,0.600,5.000
31,0.800,5.000
31,0.600,2.000
31,0.500,5.000
31,0.500,1.000
31,0.700,5.000
31,0.800,3.000
31,0.900,7.000
31,0.400,2.000
31,0.700,1.000
31,0.600,5.000
31,0.700,2.000
31,0.700,4.000
31,0.500,1.000
31,0.600,4.000
31,0.500,4.000
31,0.700,6.000
31,0.700,1.000
31,0.800,8.000
31,0.600,4.000
31,0.600,3.000
31,0.500,5.000
31,0.700,4.000
31,0.800,8.000
31,0.500,1.000
31,0.700,6.000
31,0.700,4.000
31,0.800,3.000
31,0.800,6.000
31,0.700,4.000
31,0.500,5.000
31,0.600,5.000
31,0.600,2.000
31,0.900,8.000
31,0.800,1.000
31,0.500,1.000
31,0.500,4.000
31,0.600,1.000
31,0.700,5.000
31,0.600,6.000
31,0.500,5.000
31,0.800,2.000
31,0.600,4.000
31,0.700,5.000
31,0.500,2.000
31,0.700,5.000
31,0.600,4.000
31,0.500,1.000
31,0.700,7.000
31,0.600,3.000
31,0.600,4.000
31,0.800,8.000
31,0.900,8.000
31,0.900,7.000
31,0.700,7.000
31,0.800,4.000
31,0.700,2.000
31,0.900,8.000
31,0.900,3.000
31,0.700,2.000
31,0.600,4.000
31,0.600,1.000
31,0.700,7.000
31,0.600,6.000
31,0.700,7.000
31,0.700,1.000
31,0.700,5.000
31,1.000,9.000
31,0.500,1.000
31,0.900,9.000
31,0.700,7.000
31,0.600,3.000
31,0.500,3.000
31,1.000,5.000
31,0.900,8.000
31,0.700,1.000
31,0.700,2.000
31,0.800,7.000
31,0.700,5.000
31,0.600,3.000
31,0.600,3.000
31,0.900,6.000
31,0.500,3.000
31,0.900,6.000
31,0.800,7.000
31,0.800,3.000
31,0.800,7.000
31,0.800,3.000
31,0.700,7.000
31,0.800,4.000
31,0.900,6.000
31,1.000,10.000
31,0.700,6.000
31,0.700,7.000
31,0.700,6.000
31,0.700,1.000
31,0.800,6.000
31,0.600,5.000
31,0.900,7.000
31,0.800,7.000
31,0.800,1.000
31,0.500,5.000
31,0.800,2.000
31,0.700,7.000
31,0.900,8.000
31,0.800,1.000
31,0.900,5.000
31,0.500,4.000
31,0.600,4.000
31,0.800,1.000
31,0.900,2.000
31,0.600,3.000
31,0.900,6.000
31,0.500,1.000
31,0.600,5.000
31,0.800,8.000
31,0.700,2.000
31,0.600,5.000
31,0.800,4.000
31,0.800,4.000
31,0.600,3.000
31,0.600,2.000
31,0.700,3.000
31,0.700,4.000
31,0.700,6.000
31,0.800,8.000
31,0.800,7.000
31,0.600,3.000
31,0.700,3.000
31,0.700,2.000
31,0.800,7.000
31,0.700,2.000
31,0.500,1.000
31,0.900,4.000
31,0.800,8.000
31,0.700,1.000
31,0.700,1.000
31,0.600,4.000
31,0.800,6.000
31,0.800,7.000
31,0.600,4.000
31,0.400,1.000
31,0.700,6.000
31,0.700,2.000
31,1.000,7.000
31,0.700,7.000
31,0.700,2.000
31,1.000,8.000
31,0.700,3.000
31,0.800,8.000
31,0.700,5.000
31,1.000,3.000
31,0.300,2.000
31,0.700,7.000
31,0.600,1.000
31,0.700,5.000
31,0.600,2.000
31,0.500,3.000
31,0.800,3.000
31,0.800,1.000
31,0.700,4.000
31,0.800,5.000
31,0.800,4.000
31,0.600,5.000
31,0.700,1.000
31,0.700,4.000
31,0.700,1.000
31,0.700,1.000
31,0.600,4.000
31,0.800,8.000
31,0.900,9.000
31,0.600,2.000
31,0.800,5.000
31,0.800,1.000
31,0.800,3.000
31,0.800,7.000
31,0.700,5.000
31,0.800,4.000
31,0.500,1.000
31,0.500,4.000
31,0.600,3.000
31,0.700,7.000
31,0.700,5.000
31,0.800,7.000
31,0.800,8.000
31,0.800,3.000
31,0.700,5.000
31,0.400,2.000
31,0.800,5.000
31,0.700,3.000
31,0.800,7.000
31,0.600,2.000
31,0.700,5.000
31,0.600,3.000
31,0.900,9.000
31,0.600,6.000
31,0.900,2.000
31,0.700,4.000
31,0.600,3.000
31,0.600,4.000
31,0.800,1.000
31,0.600,3.000
31,0.600,4.000
31,1.000,8.000
31,0.700,5.000
31,0.700,4.000
31,0.600,4.000
31,0.700,2.000
31,0.500,2.000
31,0.900,1.000
31,0.700,4.000
31,0.600,2.000
31,0.500,3.000
31,0.800,8.000
31,0.800,8.000
31,0.500,5.000
31,0.800,8.000
31,0.400,4.000
31,0.900,7.000
31,0.700,6.000
31,0.900,9.000
31,0.800,8.000
31,0.900,2.000
31,0.700,6.000
31,0.700,3.000
31,0.600,3.000
31,0.700,5.000
31,0.500,3.000
31,0.700,3.000
31,0.900,7.000
31,0.500,1.000
31,0.500,1.000
31,0.700,1.000
31,0.800,5.000
31,1.000,6.000
31,0.600,1.000
31,0.800,8.000
31,0.600,5.000
31,0.800,3.000
31,0.700,7.000
31,0.800,7.000
31,0.800,6.000
31,0.400,4.000
31,0.900,8.000
31,0.500,2.000
31,0.800,1.000
31,0.700,5.000
31,0.600,1.000
31,0.800,3.000
31,0.800,2.000
31,0.700,1.000
31,0.500,1.000
31,0.800,7.000
31,0.800,8.000
31,0.800,3.000
31,0.800,7.000
31,0.900,9.000
31,0.800,8.000
31,0.600,6.000
31,0.500,2.000
31,0.800,4.000
31,0.700,2.000
31,0.900,2.000
31,0.800,7.000
31,1.000,6.000
31,0.800,3.000
31,0.700,3.000
31,0.700,1.000
31,0.700,2.000
31,0.700,3.000
31,0.700,1.000
32,0.700,5.000
32,0.800,5.000
32,0.700,2.000
32,0.600,4.000
32,0.600,5.000
32,0.900,8.000
32,0.600,2.000
32,0.800,8.000
32,0.700,3.000
32,0.700,6.000
32,0.500,2.000
32,0.700,6.000
32,0.600,4.000
32,0.700,6.000
32,0.900,2.000
32,0.800,8.000
32,0.800,6.000
32,0.700,7.000
32,0.900,9.000
32,0.600,4.000
32,0.600,1.000
32,0.700,6.000
32,0.700,4.000
32,0.600,2.000
32,0.900,6.000
32,0.700,6.000
32,0.700,4.000
32,0.600,1.000
32,0.700,1.000
32,0.600,3.000
32,0.700,2.000
32,0.600,1.000
32,0.500,1.000
32,0.800,6.000
32,0.800,4.000
32,0.600,2.000
32,0.900,8.000
32,0.900,9.000
32,0.800,8.000
32,0.700,6.000
32,0.600,6.000
32,0.700,2.000
32,0.700,2.000
32,0.700,7.000
32,0.900,3.000
32,0.600,1.000
32,0.800,2.000
32,0.800,6.000
32,0.700,5.000
32,0.800,3.000
32,0.700,6.000
32,0.700,1.000
32,0.700,7.000
32,0.600,5.000
32,0.600,4.000
32,0.700,6.000
32,0.600,4.000
32,0.800,8.000
32,0.700,4.000
32,0.700,6.000
32,0.500,4.000
32,0.800,7.000
32,0.800,4.000
32,0.700,4.000
32,0.800,8.000
32,0.500,3.000
32,0.900,7.000
32,0.800,6.000
32,0.900,7.000
32,0.500,3.000
32,0.700,3.000
32,0.500,3.000
32,0.900,4.000
32,0.900,7.000
32,0.800,3.000
32,0.800,4.000
32,0.800,8.000
32,0.500,1.000
32,0.700,2.000
32,0.800,6.000
32,0.900,7.000
32,0.800,3.000
32,0.900,9.000
32,0.900,6.000
32,0.700,6.000
32,0.700,7.000
32,0.600,6.000
32,0.600,2.000
32,0.700,2.000
32,0.800,7.000
32,1.000,5.000
32,0.800,6.000
32,1.000,9.000
32,0.600,1.000
32,0.800,3.000
32,0.700,6.000
32,0.700,4.000
32,1.000,9.000
32,0.600,1.000
32,0.700,3.000
32,0.700,2.000
32,0.800,4.000
32,0.700,5.000
32,0.600,2.000
32,0.600,3.000
32,0.700,5.000
32,0.700,6.000
32,0.500,1.000
32,0.600,5.000
32,0.800,6.000
32,0.600,5.000
32,0.500,2.000
32,0.600,5.000
32,0.700,6.000
32,0.500,4.000
32,0.800,5.000
32,0.700,5.000
32,0.800,4.000
32,0.600,6.000
32,0.900,8.000
32,0.900,9.000
32,0.900,5.000
32,0.700,6.000
32,0.700,4.000
32,0.800,6.000
32,0.700,1.000
32,0.800,7.000
32,0.800,4.000
32,0.700,6.000
32,0.600,2.000
32,0.900,7.000
32,0.800,1.000
32,0.700,1.000
32,0.700,2.000
32,0.700,1.000
32,1.000,8.000
32,0.600,5.000
32,0.700,7.000
32,0.600,5.000
32,0.700,5.000
32,0.600,3.000
32,0.700,5.000
32,0.800,7.000
32,0.500,3.000
32,0.600,4.000
32,0.800,7.000
32,0.700,7.000
32,0.800,6.000
32,0.600,4.000
32,0.700,2.000
32,0.600,5.000
32,0.500,5.000
32,0.900,7.000
32,0.600,2.000
32,0.900,4.000
32,0.600,6.000
32,0.600,5.000
32,0.700,1.000
32,0.600,1.000
32,0.700,4.000
32,0.800,6.000
32,0.900,9.000
32,0.600,6.000
32,0.700,7.000
32,0.700,3.000
32,0.800,1.000
32,0.700,7.000
32,0.600,5.000
32,0.700,5.000
32,0.700,4.000
32,0.600,2.000
32,0.700,4.000
32,0.700,3.000
32,0.600,5.000
32,0.600,3.000
32,0.800,4.000
32,0.900,9.000
32,0.600,1.000
32,0.800,5.000
32,0.700,2.000
32,0.600,6.000
32,0.900,8.000
32,0.700,5.000
32,0.800,3.000
32,0.700,3.000
32,0.600,1.000
32,0.700,5.000
32,0.600,1.000
32,0.900,5.000
32,0.800,2.000
32,0.700,4.000
32,0.800,7.000
32,0.900,4.000
32,0.800,3.000
32,0.700,6.000
32,0.800,1.000
32,0.800,5.000
32,0.600,3.000
32,0.700,3.000
32,0.700,5.000
32,0.700,4.000
32,0.900,8.000
32,0.700,3.000
32,0.800,8.000
32,0.600,1.000
32,0.800,7.000
32,0.600,2.000
32,0.800,2.000
32,0.700,7.000
32,0.700,3.000
32,0.700,2.000
32,0.800,2.000
32,0.700,5.000
32,0.400,4.000
32,0.700,4.000
32,0.800,2.000
32,0.700,3.000
32,0.800,7.000
32,0.800,6.000
32,0.900,6.000
32,0.500,3.000
32,0.600,2.000
32,0.700,7.000
32,1.000,10.000
32,0.700,7.000
32,0.700,5.000
32,0.700,1.000
32,0.600,4.000
32,0.600,5.000
32,0.700,2.000
32,0.700,4.000
32,0.500,5.000
32,0.400,1.000
32,0.700,3.000
32,0.700,4.000
32,0.800,5.000
32,0.400,2.000
32,0.800,1.000
32,0.700,6.000
32,0.700,2.000
32,0.700,4.000
32,0.600,1.000
32,0.600,3.000
32,0.700,4.000
32,0.800,8.000
32,0.600,1.000
32,0.800,8.000
32,0.600,5.000
32,0.600,2.000
32,0.500,5.000
32,0.800,3.000
32,0.800,6.000
32,0.600,1.000
32,0.800,8.000
32,0.600,5.000
32,0.700,3.000
32,0.900,7.000
32,0.600,3.000
32,0.600,5.000
32,0.700,5.000
32,0.600,2.000
32,0.900,8.000
32,0.700,1.000
32,0.400,1.000
32,0.600,5.000
32,0.500,1.000
32,0.800,7.000
32,0.700,5.000
32,0.600,6.000
32,0.700,1.000
32,0.600,4.000
32,0.700,5.000
32,0.500,1.000
32,0.700,5.000
32,0.700,6.000
32,0.500,1.000
32,0.700,6.000
32,0.700,3.000
32,0.600,4.000
32,0.800,8.000
32,0.900,8.000
32,0.800,5.000
32,0.800,8.000
32,0.700,3.000
32,0.700,2.000
32,0.900,9.000
32,0.900,3.000
32,0.700,2.000
32,0.700,5.000
32,0.500,1.000
32,0.700,6.000
32,0.600,6.000
32,0.800,8.000
32,0.700,1.000
32,0.700,6.000
32,1.000,9.000
32,0.600,1.000
32,1.000,10.000
32,0.800,8.000
32,0.500,4.000
32,0.500,3.000
32,0.900,7.000
32,0.800,6.000
32,0.700,2.000
32,0.700,2.000
32,0.900,6.000
32,0.700,4.000
32,0.700,4.000
32,0.600,4.000
32,0.800,5.000
32,0.500,5.000
32,0.900,6.000
32,0.700,4.000
32,0.700,2.000
32,0.800,7.000
32,0.800,4.000
32,0.700,7.000
32,0.800,4.000
32,0.900,6.000
32,1.000,10.000
32,0.800,7.000
32,0.700,6.000
32,0.700,7.000
32,0.700,1.000
32,0.900,8.000
32,0.600,3.000
32,0.900,7.000
32,0.900,9.000
32,0.800,1.000
32,0.500,4.000
32,0.800,2.000
32,0.700,7.000
32,1.000,9.000
32,0.800,1.000
32,0.900,6.000
32,0.700,5.000
32,0.600,5.000
32,0.800,1.000
32,1.000,3.000
32,0.700,2.000
32,0.800,5.000
32,0.500,1.000
32,0.600,5.000
32,0.800,6.000
32,0.600,2.000
32,0.600,5.000
32,0.800,3.000
32,0.800,3.000
32,0.600,4.000
32,0.700,4.000
32,0.800,5.000
32,0.700,6.000
32,0.800,5.000
32,0.800,5.000
32,0.700,6.000
32,0.700,3.000
32,0.700,3.000
32,0.700,2.000
32,0.700,5.000
32,0.700,2.000
32,0.600,1.000
32,0.800,3.000
32,0.900,9.000
32,0.700,2.000
32,0.700,2.000
32,0.500,4.000
32,0.700,6.000
32,0.800,7.000
32,0.500,3.000
32,0.300,1.000
32,0.700,6.000
32,0.600,3.000
32,1.000,8.000
32,0.800,7.000
32,0.700,4.000
32,1.000,7.000
32,0.700,4.000
32,0.900,9.000
32,0.600,4.000
32,0.900,5.000
32,0.200,1.000
32,0.600,5.000
32,0.600,1.000
32,0.600,4.000
32,0.600,3.000
32,0.600,4.000
32,0.800,2.000
32,0.800,2.000
32,0.800,5.000
32,0.800,4.000
32,0.700,5.000
32,0.500,5.000
32,0.700,1.000
32,0.600,6.000
32,0.600,1.000
32,0.800,1.000
32,0.600,5.000
32,0.800,8.000
32,0.900,9.000
32,0.500,2.000
32,0.800,6.000
32,0.700,1.000
32,0.700,3.000
32,0.800,8.000
32,0.600,4.000
32,0.700,3.000
32,0.500,1.000
32,0.600,5.000
32,0.600,2.000
32,0.700,5.000
32,0.600,4.000
32,0.800,8.000
32,0.800,7.000
32,0.800,3.000
32,0.700,4.000
32,0.500,2.000
32,0.900,7.000
32,0.600,1.000
32,0.700,3.000
32,0.700,1.000
32,0.800,4.000
32,0.600,3.000
32,0.900,7.000
32,0.600,5.000
32,0.800,2.000
32,0.600,4.000
32,0.500,2.000
32,0.700,7.000
32,0.700,1.000
32,0.700,5.000
32,0.600,3.000
32,1.000,8.000
32,0.700,6.000
32,0.600,6.000
32,0.600,2.000
32,0.700,3.000
32,0.500,2.000
32,0.900,2.000
32,0.700,3.000
32,0.700,2.000
32,0.500,2.000
32,0.800,8.000
32,0.700,7.000
32,0.600,5.000
32,0.800,8.000
32,0.500,4.000
32,0.900,9.000
32,0.700,5.000
32,0.900,9.000
32,0.800,8.000
32,0.800,2.000
32,0.600,6.000
32,0.600,2.000
32,0.700,5.000
32,0.700,5.000
32,0.600,3.000
32,0.600,3.000
32,0.800,6.000
32,0.700,3.000
32,0.600,1.000
32,0.700,1.000
32,0.900,9.000
32,0.900,5.000
32,0.700,1.000
32,0.800,7.000
32,0.600,4.000
32,0.700,2.000
32,0.600,6.000
32,0.700,6.000
32,0.700,4.000
32,0.500,5.000
32,0.800,7.000
32,0.500,2.000
32,0.800,1.000
32,0.600,4.000
32,0.600,1.000
32,0.900,3.000
32,0.800,2.000
32,0.600,1.000
32,0.600,1.000
32,0.900,8.000
32,0.800,6.000
32,0.900,5.000
32,0.700,7.000
32,0.900,9.000
32,0.800,7.000
32,0.600,6.000
32,0.600,2.000
32,0.800,3.000
32,0.600,2.000
32,1.000,2.000
32,0.700,7.000
32,1.000,6.000
32,0.700,4.000
32,0.600,3.000
32,0.800,1.000
32,0.600,1.000
32,0.700,4.000
32,0.700,1.000
33,0.600,3.000
33,0.700,4.000
33,0.600,1.000
33,0.700,5.000
33,0.600,6.000
33,0.900,9.000
33,0.700,2.000
33,0.700,7.000
33,0.500,1.000
33,0.700,7.000
33,0.600,4.000
33,0.800,7.000
33,0.600,5.000
33,0.800,7.000
33,0.900,1.000
33,0.900,8.000
33,0.800,7.000
33,0.800,8.000
33,0.900,9.000
33,0.500,5.000
33,0.500,1.000
33,0.800,7.000
33,0.600,3.000
33,0.500,2.000
33,0.900,6.000
33,0.800,7.000
33,0.700,6.000
33,0.500,1.000
33,0.700,1.000
33,0.500,2.000
33,0.800,2.000
33,0.700,2.000
33,0.500,1.000
33,0.800,5.000
33,0.800,3.000
33,0.500,1.000
33,0.800,7.000
33,0.900,8.000
33,0.800,7.000
33,0.600,4.000
33,0.700,5.000
33,0.600,1.000
33,0.700,2.000
33,0.800,8.000
33,0.900,4.000
33,0.500,1.000
33,0.900,2.000
33,0.700,3.000
33,0.600,4.000
33,0.700,3.000
33,0.700,4.000
33,0.700,1.000
33,0.800,6.000
33,0.600,6.000
33,0.500,4.000
33,0.600,6.000
33,0.600,6.000
33,0.800,8.000
33,0.700,2.000
33,0.800,8.000
33,0.400,3.000
33,0.800,8.000
33,0.900,7.000
33,0.700,4.000
33,0.800,7.000
33,0.400,3.000
33,0.900,8.000
33,0.700,6.000
33,0.900,7.000
33,0.600,6.000
33,0.600,5.000
33,0.400,1.000
33,0.800,5.000
33,0.900,8.000
33,0.800,3.000
33,0.700,6.000
33,0.800,7.000
33,0.600,1.000
33,0.700,2.000
33,0.800,6.000
33,0.800,8.000
33,0.700,4.000
33,0.900,8.000
33,0.800,5.000
33,0.600,5.000
33,0.700,6.000
33,0.600,4.000
33,0.700,2.000
33,0.700,2.000
33,0.800,7.000
33,1.000,5.000
33,0.800,6.000
33,1.000,5.000
33,0.500,1.000
33,0.700,1.000
33,0.600,3.000
33,0.800,6.000
33,0.900,8.000
33,0.800,2.000
33,0.700,3.000
33,0.700,4.000
33,0.800,5.000
33,0.700,6.000
33,0.600,1.000
33,0.600,2.000
33,0.700,7.000
33,0.700,7.000
33,0.500,1.000
33,0.700,4.000
33,0.700,6.000
33,0.600,5.000
33,0.700,3.000
33,0.500,5.000
33,0.600,6.000
33,0.500,5.000
33,0.700,4.000
33,0.700,7.000
33,0.800,6.000
33,0.500,4.000
33,0.900,9.000
33,0.800,8.000
33,0.900,7.000
33,0.700,7.000
33,0.700,5.000
33,0.800,7.000
33,0.800,1.000
33,0.700,7.000
33,0.700,4.000
33,0.700,5.000
33,0.700,2.000
33,0.800,7.000
33,0.700,2.000
33,0.700,1.000
33,0.700,3.000
33,0.600,1.000
33,1.000,7.000
33,0.700,6.000
33,0.800,5.000
33,0.600,6.000
33,0.600,5.000
33,0.700,3.000
33,0.700,4.000
33,0.800,4.000
33,0.600,4.000
33,0.700,5.000
33,0.900,7.000
33,0.600,5.000
33,0.800,8.000
33,0.700,6.000
33,0.600,2.000
33,0.700,6.000
33,0.500,3.000
33,0.900,9.000
33,0.700,1.000
33,0.900,4.000
33,0.600,5.000
33,0.500,4.000
33,0.600,1.000
33,0.600,1.000
33,0.700,5.000
33,0.800,5.000
33,0.900,8.000
33,0.700,6.000
33,0.700,6.000
33,0.700,1.000
33,0.700,1.000
33,0.600,5.000
33,0.500,3.000
33,0.800,7.000
33,0.600,4.000
33,0.700,2.000
33,0.600,5.000
33,0.700,3.000
33,0.500,3.000
33,0.600,5.000
33,0.800,4.000
33,0.900,9.000
33,0.600,1.000
33,0.800,7.000
33,0.800,3.000
33,0.700,5.000
33,0.900,7.000
33,0.800,5.000
33,0.700,3.000
33,0.800,2.000
33,0.700,1.000
33,0.700,5.000
33,0.700,1.000
33,0.700,3.000
33,0.800,2.000
33,0.700,1.000
33,0.700,7.000
33,0.800,5.000
33,0.800,6.000
33,0.800,6.000
33,0.800,1.000
33,0.800,4.000
33,0.500,3.000
33,0.600,3.000
33,0.800,6.000
33,0.700,3.000
33,0.900,9.000
33,0.800,3.000
33,0.900,8.000
33,0.700,1.000
33,0.700,7.000
33,0.600,2.000
33,0.700,2.000
33,0.700,6.000
33,0.700,4.000
33,0.600,2.000
33,0.700,2.000
33,0.700,4.000
33,0.300,3.000
33,0.700,6.000
33,0.800,2.000
33,0.600,4.000
33,0.800,7.000
33,0.800,8.000
33,0.800,8.000
33,0.500,4.000
33,0.500,1.000
33,0.600,4.000
33,1.000,10.000
33,0.600,5.000
33,0.600,4.000
33,0.700,1.000
33,0.800,6.000
33,0.700,4.000
33,0.600,2.000
33,0.700,3.000
33,0.400,4.000
33,0.500,1.000
33,0.700,4.000
33,0.700,2.000
33,0.700,6.000
33,0.500,1.000
33,0.700,1.000
33,0.600,4.000
33,0.800,3.000
33,0.600,4.000
33,0.700,1.000
33,0.700,4.000
33,0.700,4.000
33,0.700,6.000
33,0.700,1.000
33,0.800,7.000
33,0.700,7.000
33,0.700,2.000
33,0.700,7.000
33,0.700,5.000
33,0.900,8.000
33,0.700,1.000
33,0.900,8.000
33,0.600,5.000
33,0.700,3.000
33,0.900,8.000
33,0.600,2.000
33,0.600,6.000
33,0.700,7.000
33,0.700,2.000
33,1.000,9.000
33,0.600,1.000
33,0.500,1.000
33,0.700,6.000
33,0.600,1.000
33,0.800,6.000
33,0.700,6.000
33,0.700,7.000
33,0.800,1.000
33,0.700,4.000
33,0.800,7.000
33,0.600,1.000
33,0.700,5.000
33,0.700,7.000
33,0.600,1.000
33,0.700,5.000
33,0.700,3.000
33,0.500,5.000
33,0.900,7.000
33,0.900,8.000
33,0.700,6.000
33,0.900,9.000
33,0.700,4.000
33,0.800,2.000
33,0.900,8.000
33,1.000,4.000
33,0.800,2.000
33,0.600,5.000
33,0.600,1.000
33,0.600,4.000
33,0.500,5.000
33,0.800,7.000
33,0.700,1.000
33,0.700,5.000
33,1.000,10.000
33,0.700,1.000
33,1.000,10.000
33,0.800,7.000
33,0.600,6.000
33,0.600,3.000
33,0.900,6.000
33,0.700,5.000
33,0.700,2.000
33,0.800,2.000
33,0.900,7.000
33,0.600,4.000
33,0.600,3.000
33,0.500,5.000
33,0.800,7.000
33,0.500,5.000
33,0.900,7.000
33,0.700,6.000
33,0.800,6.000
33,0.800,8.000
33,0.800,6.000
33,0.700,7.000
33,0.800,4.000
33,0.900,6.000
33,0.900,9.000
33,0.900,8.000
33,0.900,7.000
33,0.800,7.000
33,0.600,1.000
33,0.800,6.000
33,0.600,3.000
33,0.800,6.000
33,0.800,8.000
33,0.700,1.000
33,0.600,4.000
33,0.700,2.000
33,0.600,6.000
33,1.000,7.000
33,0.800,1.000
33,0.900,5.000
33,0.800,4.000
33,0.800,8.000
33,0.800,1.000
33,1.000,3.000
33,0.700,2.000
33,0.900,4.000
33,0.600,1.000
33,0.600,4.000
33,0.800,7.000
33,0.600,2.000
33,0.700,6.000
33,0.800,7.000
33,0.800,4.000
33,0.700,2.000
33,0.800,4.000
33,0.900,3.000
33,0.800,5.000
33,0.800,7.000
33,0.700,5.000
33,0.800,8.000
33,0.600,3.000
33,0.900,4.000
33,0.600,3.000
33,0.700,4.000
33,0.700,1.000
33,0.700,1.000
33,0.800,4.000
33,0.900,9.000
33,0.600,2.000
33,0.700,2.000
33,0.500,4.000
33,0.700,7.000
33,0.800,7.000
33,0.500,4.000
33,0.400,1.000
