Step,rnd,unique
79,0.600,1.000
79,0.444,2.000
79,0.778,2.000
79,0.889,1.000
79,0.778,1.000
79,0.625,1.000
79,1.000,1.000
79,0.800,4.000
79,0.667,3.000
79,0.875,3.000
79,0.889,5.000
79,0.750,1.000
79,0.778,1.000
79,0.778,2.000
79,1.000,2.000
79,0.889,2.000
79,0.556,1.000
79,0.750,2.000
79,0.750,1.000
79,0.700,1.000
79,0.700,3.000
79,0.700,2.000
79,0.667,1.000
79,0.778,2.000
79,0.800,2.000
79,0.778,1.000
79,0.778,1.000
79,1.000,4.000
79,0.667,2.000
79,0.667,2.000
79,0.875,1.000
79,1.000,1.000
79,0.875,1.000
79,0.600,2.000
79,0.800,2.000
79,0.800,2.000
79,0.500,1.000
79,0.875,1.000
79,0.667,3.000
79,0.900,6.000
79,1.000,6.000
79,0.600,1.000
79,0.500,1.000
79,0.700,2.000
79,0.778,1.000
79,0.889,5.000
79,0.667,3.000
79,0.778,1.000
79,0.889,1.000
79,0.667,3.000
79,0.889,1.000
79,0.750,2.000
79,0.889,2.000
79,1.000,3.000
79,0.750,3.000
79,0.875,2.000
79,0.778,2.000
79,0.667,3.000
79,0.889,4.000
79,0.700,1.000
79,0.700,2.000
79,0.667,1.000
79,0.714,1.000
79,0.778,1.000
79,0.778,1.000
79,0.700,2.000
79,0.600,2.000
79,0.875,1.000
79,0.778,2.000
79,0.667,4.000
79,0.875,2.000
79,1.000,1.000
79,0.625,1.000
79,0.750,2.000
79,0.889,1.000
79,0.875,4.000
79,0.875,2.000
79,0.625,1.000
79,0.900,1.000
79,0.625,1.000
79,0.778,1.000
79,0.889,1.000
79,0.800,3.000
79,0.667,2.000
79,0.556,1.000
79,0.800,2.000
79,0.750,2.000
79,0.800,1.000
79,0.889,2.000
79,0.800,3.000
79,0.625,2.000
79,0.800,4.000
79,0.778,1.000
79,1.000,4.000
79,0.556,2.000
79,0.667,1.000
79,0.556,1.000
79,0.750,2.000
79,0.700,4.000
79,0.750,3.000
79,0.700,1.000
79,0.667,1.000
79,0.625,1.000
79,1.000,3.000
79,0.778,2.000
79,0.778,1.000
79,0.600,4.000
79,0.625,1.000
79,0.778,2.000
79,0.625,1.000
79,0.556,1.000
79,0.778,2.000
79,0.778,3.000
79,0.889,6.000
79,1.000,2.000
79,0.800,2.000
79,1.000,2.000
79,0.667,1.000
79,0.714,1.000
79,0.700,1.000
79,0.556,1.000
79,0.778,3.000
79,0.889,3.000
79,0.750,1.000
79,0.889,1.000
79,0.600,3.000
79,0.900,7.000
79,0.667,1.000
79,0.800,2.000
79,0.875,3.000
79,0.800,1.000
79,0.875,1.000
79,0.889,2.000
79,0.889,3.000
79,0.875,5.000
79,0.625,1.000
79,1.000,2.000
79,0.778,1.000
79,0.625,1.000
79,0.667,4.000
79,0.700,1.000
80,0.625,1.000
80,0.667,1.000
80,0.700,1.000
80,0.889,2.000
80,1.000,3.000
80,1.000,8.000
80,0.571,1.000
80,0.750,2.000
80,1.000,4.000
80,0.625,1.000
80,0.778,1.000
80,0.800,2.000
80,1.000,2.000
80,0.800,2.000
80,0.778,2.000
80,0.667,1.000
80,0.889,2.000
80,0.667,2.000
80,0.778,2.000
80,0.778,1.000
80,0.875,1.000
80,0.778,2.000
80,0.875,1.000
80,0.875,3.000
80,0.750,2.000
80,0.778,4.000
80,0.778,1.000
80,0.714,1.000
80,0.800,1.000
80,0.778,1.000
80,0.625,1.000
80,0.778,2.000
80,0.875,1.000
80,0.889,2.000
80,0.667,1.000
80,0.700,1.000
80,0.800,1.000
80,0.778,4.000
80,0.556,2.000
80,1.000,2.000
80,0.900,4.000
80,0.667,1.000
80,0.889,1.000
80,0.889,3.000
80,0.667,1.000
80,0.667,1.000
80,0.778,2.000
80,0.700,1.000
80,0.900,1.000
80,0.667,1.000
80,0.700,1.000
80,0.750,1.000
80,0.900,6.000
80,0.778,1.000
80,0.800,3.000
80,1.000,3.000
80,0.750,2.000
80,0.714,1.000
80,0.900,3.000
80,0.667,2.000
80,0.778,2.000
80,0.875,1.000
80,0.750,2.000
80,0.857,1.000
80,0.875,3.000
80,0.778,2.000
80,0.778,2.000
80,0.714,3.000
80,0.714,1.000
80,0.778,2.000
80,0.800,2.000
80,0.889,1.000
80,0.667,1.000
80,0.889,4.000
80,0.667,1.000
80,0.889,1.000
80,0.800,4.000
80,0.750,2.000
80,0.875,1.000
80,0.875,3.000
80,0.900,2.000
80,0.778,1.000
80,0.667,2.000
80,0.700,2.000
80,0.900,5.000
80,1.000,2.000
80,0.778,3.000
80,0.750,2.000
80,0.778,1.000
80,0.778,5.000
80,0.556,2.000
80,0.778,2.000
80,0.800,1.000
80,0.778,2.000
80,0.875,1.000
80,0.800,2.000
80,0.556,1.000
80,0.750,1.000
80,0.667,2.000
80,0.700,1.000
80,0.700,1.000
80,0.667,1.000
80,0.857,1.000
80,0.889,2.000
80,0.900,2.000
80,0.875,4.000
80,0.778,2.000
80,0.875,1.000
80,0.667,1.000
80,0.778,2.000
80,0.889,2.000
80,0.556,1.000
80,0.700,7.000
80,0.778,2.000
80,0.778,3.000
80,0.875,2.000
80,0.750,2.000
80,0.875,1.000
80,0.875,2.000
80,0.600,2.000
80,0.778,2.000
80,0.556,3.000
80,0.667,3.000
80,0.889,2.000
80,0.600,2.000
80,0.778,1.000
80,0.667,1.000
80,0.800,3.000
80,0.625,3.000
80,0.750,2.000
80,0.889,2.000
80,1.000,1.000
80,0.556,1.000
80,1.000,1.000
80,0.900,2.000
80,0.444,1.000
80,0.625,1.000
80,0.800,1.000
80,0.667,3.000
80,0.714,1.000
80,0.750,1.000
80,0.600,1.000
80,0.889,1.000
80,0.667,1.000
80,1.000,3.000
80,0.778,1.000
80,1.000,1.000
80,0.700,3.000
80,0.778,2.000
80,0.667,1.000
80,0.778,1.000
80,0.600,1.000
80,0.778,4.000
80,0.875,2.000
80,0.556,1.000
80,0.889,4.000
80,0.700,2.000
80,0.625,1.000
80,1.000,4.000
80,0.750,2.000
80,0.778,2.000
80,0.889,5.000
80,0.900,3.000
80,0.556,3.000
80,1.000,1.000
80,0.889,2.000
80,0.778,2.000
80,0.889,1.000
80,0.500,1.000
80,0.750,1.000
80,0.556,1.000
80,0.778,2.000
80,0.700,2.000
80,0.778,2.000
80,1.000,1.000
80,0.625,1.000
80,0.800,5.000
80,1.000,1.000
80,1.000,4.000
80,0.778,1.000
80,0.800,3.000
80,0.700,3.000
80,0.889,2.000
80,0.889,2.000
80,0.667,1.000
80,0.500,1.000
80,0.556,1.000
80,1.000,1.000
80,0.700,2.000
80,0.778,2.000
80,0.778,1.000
80,0.889,4.000
80,0.875,1.000
80,0.750,1.000
80,0.875,1.000
80,0.800,4.000
80,0.889,2.000
80,0.700,1.000
80,0.889,3.000
80,0.778,2.000
80,0.750,2.000
80,0.875,5.000
80,0.889,1.000
80,0.667,1.000
80,0.667,1.000
80,0.875,3.000
80,0.778,1.000
80,0.875,2.000
80,1.000,5.000
80,0.556,1.000
80,0.667,1.000
80,0.889,3.000
80,0.600,1.000
80,0.875,3.000
80,0.625,1.000
80,1.000,1.000
80,0.444,2.000
80,0.889,2.000
80,0.714,2.000
80,0.875,3.000
80,0.700,3.000
80,0.700,2.000
80,0.900,3.000
80,0.875,4.000
80,0.875,1.000
80,0.778,2.000
80,0.444,1.000
80,0.571,1.000
80,0.889,2.000
80,0.625,1.000
80,0.667,2.000
80,0.778,2.000
80,0.667,1.000
80,0.625,1.000
80,0.778,2.000
80,0.900,5.000
80,0.667,1.000
80,0.778,3.000
80,0.600,3.000
80,0.900,3.000
80,0.778,1.000
80,0.900,2.000
80,0.889,2.000
80,0.714,1.000
80,0.800,6.000
80,1.000,1.000
80,0.889,5.000
80,0.889,4.000
80,0.800,4.000
80,0.700,4.000
80,0.875,2.000
80,0.800,1.000
80,1.000,1.000
80,1.000,2.000
80,0.778,3.000
80,0.571,1.000
80,0.778,3.000
80,0.889,2.000
80,0.889,2.000
80,0.800,4.000
80,0.875,1.000
80,0.875,1.000
80,0.700,1.000
80,0.889,1.000
80,1.000,2.000
80,0.875,1.000
80,0.889,4.000
80,0.750,2.000
80,0.875,5.000
80,0.750,1.000
80,0.750,1.000
80,0.889,2.000
80,0.889,1.000
80,0.889,2.000
80,0.889,2.000
80,0.750,1.000
80,0.889,2.000
80,0.889,1.000
80,0.700,2.000
80,0.750,3.000
80,1.000,1.000
80,0.875,2.000
80,0.875,3.000
80,0.600,1.000
80,0.889,1.000
80,0.889,1.000
80,0.667,1.000
80,0.900,1.000
80,0.875,2.000
80,0.750,1.000
80,1.000,4.000
80,0.889,4.000
80,0.778,2.000
80,1.000,2.000
80,0.625,1.000
80,0.889,2.000
80,0.778,1.000
80,1.000,4.000
80,0.875,2.000
80,0.700,2.000
80,0.667,2.000
80,0.778,2.000
80,0.750,2.000
80,0.556,1.000
80,0.400,2.000
80,0.889,4.000
80,0.700,1.000
80,0.889,1.000
80,0.875,1.000
80,0.889,2.000
80,1.000,7.000
80,0.750,1.000
80,0.750,2.000
80,0.667,1.000
80,0.750,3.000
80,0.625,2.000
80,0.750,2.000
80,0.700,2.000
80,0.875,2.000
80,0.875,2.000
80,0.900,5.000
80,0.667,1.000
80,0.667,2.000
80,0.750,2.000
80,0.778,1.000
80,0.667,1.000
80,0.667,3.000
80,0.571,2.000
80,0.900,3.000
80,0.500,1.000
80,0.600,1.000
80,0.800,4.000
80,0.875,2.000
80,0.571,1.000
80,0.778,2.000
80,0.625,1.000
80,0.778,1.000
80,0.889,2.000
80,0.889,1.000
80,0.667,1.000
80,0.625,1.000
80,0.889,1.000
80,0.556,2.000
80,0.889,3.000
80,0.700,1.000
80,0.700,2.000
80,0.700,2.000
80,1.000,4.000
80,0.700,1.000
80,0.900,2.000
80,0.625,1.000
80,0.889,2.000
80,0.889,2.000
80,0.625,2.000
80,0.750,1.000
80,0.625,1.000
80,0.700,2.000
80,0.700,1.000
80,0.556,1.000
80,0.556,2.000
80,0.778,3.000
80,0.889,1.000
80,0.750,1.000
80,0.750,1.000
80,0.875,1.000
80,0.700,5.000
80,0.667,2.000
80,0.875,1.000
80,0.778,3.000
80,0.625,1.000
80,0.778,1.000
80,0.778,2.000
80,1.000,2.000
80,0.778,1.000
80,0.667,1.000
80,0.875,2.000
80,0.714,1.000
80,0.700,2.000
80,0.700,3.000
80,0.667,2.000
80,0.556,1.000
80,0.778,2.000
80,0.667,1.000
80,0.778,1.000
80,0.778,2.000
80,0.875,3.000
80,0.667,1.000
80,0.667,2.000
80,0.875,1.000
80,1.000,1.000
80,0.875,1.000
80,0.600,3.000
80,0.900,2.000
80,0.700,1.000
80,0.625,1.000
80,0.875,1.000
80,0.667,5.000
80,0.900,3.000
80,1.000,8.000
80,0.700,1.000
80,0.600,2.000
80,0.700,2.000
80,0.778,1.000
80,0.889,4.000
80,0.778,3.000
80,0.750,1.000
80,0.889,1.000
80,0.667,4.000
80,0.889,1.000
80,0.750,1.000
80,0.889,3.000
80,1.000,3.000
80,0.714,1.000
80,0.875,2.000
80,0.778,2.000
80,0.667,4.000
80,0.889,2.000
80,0.667,1.000
80,0.667,1.000
80,0.667,1.000
80,0.571,1.000
80,0.778,2.000
80,0.750,1.000
80,0.700,2.000
80,0.700,2.000
80,0.875,1.000
80,0.778,2.000
80,0.778,4.000
80,0.875,2.000
80,1.000,1.000
80,0.500,1.000
80,0.875,2.000
80,0.889,2.000
80,1.000,4.000
80,1.000,2.000
80,0.750,1.000
80,0.900,1.000
80,0.750,1.000
80,0.778,1.000
80,0.889,1.000
80,0.700,3.000
80,0.667,2.000
80,0.500,1.000
80,0.800,2.000
80,0.750,2.000
80,0.700,1.000
80,0.875,2.000
80,0.900,3.000
80,0.625,2.000
80,0.800,5.000
80,0.667,1.000
80,1.000,2.000
80,0.667,2.000
80,0.778,3.000
80,0.667,1.000
80,0.875,2.000
80,0.600,2.000
80,0.625,3.000
80,0.800,1.000
80,0.778,2.000
80,0.750,1.000
80,1.000,4.000
80,0.778,2.000
80,0.778,2.000
80,0.700,6.000
80,0.625,1.000
80,0.667,2.000
80,0.625,1.000
80,0.556,2.000
80,0.889,2.000
80,0.778,3.000
80,0.889,3.000
80,0.833,1.000
80,0.800,2.000
80,1.000,2.000
80,0.667,1.000
80,0.857,1.000
80,0.700,1.000
80,0.556,1.000
80,0.750,2.000
80,0.875,3.000
80,0.750,1.000
80,0.778,1.000
80,0.600,2.000
80,0.900,9.000
80,0.625,1.000
80,0.778,2.000
80,0.750,3.000
80,0.800,1.000
80,0.857,1.000
80,0.889,2.000
80,0.889,4.000
80,0.875,5.000
80,0.625,1.000
80,1.000,2.000
80,0.778,1.000
80,0.625,1.000
80,0.625,5.000
80,0.700,1.000
81,0.500,1.000
81,0.667,2.000
81,0.667,1.000
81,0.889,2.000
81,0.889,3.000
81,1.000,5.000
81,0.571,1.000
81,0.714,1.000
81,1.000,4.000
81,0.750,2.000
81,0.778,1.000
81,0.800,2.000
81,0.889,2.000
81,0.900,3.000
81,0.889,2.000
81,0.556,1.000
81,0.778,3.000
81,0.667,2.000
81,0.667,2.000
81,0.750,1.000
81,0.857,1.000
81,0.750,2.000
81,0.750,1.000
81,0.875,2.000
81,0.625,2.000
81,0.778,4.000
81,0.750,2.000
81,0.857,1.000
81,0.778,1.000
81,0.750,1.000
81,0.625,1.000
81,0.889,2.000
81,0.875,1.000
81,0.889,2.000
81,0.667,1.000
81,0.600,1.000
81,0.778,2.000
81,0.889,4.000
81,0.556,2.000
81,1.000,1.000
81,0.900,4.000
81,0.750,1.000
81,0.778,1.000
81,0.889,2.000
81,0.667,1.000
81,0.778,1.000
81,0.667,3.000
81,0.700,1.000
81,1.000,1.000
81,0.778,1.000
81,0.800,1.000
81,0.857,1.000
81,0.889,5.000
81,0.778,2.000
81,0.800,5.000
81,1.000,2.000
81,0.750,2.000
81,0.857,2.000
81,0.900,3.000
81,0.778,2.000
81,0.889,2.000
81,0.875,1.000
81,0.625,2.000
81,0.857,1.000
81,0.875,3.000
81,0.778,3.000
81,0.889,2.000
81,0.714,3.000
81,0.714,1.000
81,0.778,2.000
81,0.800,2.000
81,0.778,1.000
81,0.667,1.000
81,0.875,3.000
81,0.778,1.000
81,0.889,1.000
81,0.800,3.000
81,0.750,1.000
81,0.750,1.000
81,0.750,1.000
81,0.800,2.000
81,0.778,1.000
81,0.667,2.000
81,0.667,1.000
81,0.900,5.000
81,1.000,1.000
81,0.778,3.000
81,0.750,2.000
81,0.778,1.000
81,0.667,2.000
81,0.556,2.000
81,0.667,2.000
81,0.778,1.000
81,0.778,1.000
81,0.857,1.000
81,1.000,4.000
81,0.500,1.000
81,0.750,1.000
81,0.778,2.000
81,0.800,1.000
81,0.700,1.000
81,0.667,2.000
81,0.857,1.000
81,0.875,2.000
81,0.800,2.000
81,0.750,4.000
81,0.889,2.000
81,0.875,1.000
81,0.667,1.000
81,0.778,4.000
81,0.778,2.000
81,0.667,1.000
81,0.800,6.000
81,0.750,1.000
81,0.778,3.000
81,0.875,2.000
81,0.750,2.000
81,0.875,1.000
81,0.875,1.000
81,0.500,2.000
81,0.667,1.000
81,0.667,2.000
81,0.556,2.000
81,0.875,2.000
81,0.556,2.000
81,0.778,1.000
81,0.667,1.000
81,1.000,3.000
81,0.625,2.000
81,0.875,2.000
81,0.778,2.000
81,1.000,1.000
81,0.667,1.000
81,0.875,1.000
81,0.800,2.000
81,0.556,2.000
81,0.625,1.000
81,0.800,1.000
81,0.625,3.000
81,0.714,1.000
81,0.750,2.000
81,0.700,1.000
81,0.875,1.000
81,0.556,1.000
81,0.875,3.000
81,0.889,1.000
81,0.889,1.000
81,0.800,3.000
81,0.667,2.000
81,0.667,1.000
81,0.778,1.000
81,0.700,1.000
81,0.778,5.000
81,0.875,2.000
81,0.556,1.000
81,0.889,3.000
81,0.700,2.000
81,0.750,1.000
81,1.000,4.000
81,0.750,2.000
81,0.889,1.000
81,0.778,4.000
81,0.889,3.000
81,0.556,3.000
81,1.000,1.000
81,0.889,2.000
81,0.778,2.000
81,0.889,1.000
81,0.500,2.000
81,0.750,2.000
81,0.667,1.000
81,0.778,2.000
81,0.600,2.000
81,0.750,2.000
81,1.000,1.000
81,0.500,1.000
81,0.900,5.000
81,1.000,1.000
81,1.000,4.000
81,0.667,1.000
81,0.778,4.000
81,0.700,4.000
81,0.889,2.000
81,0.875,2.000
81,0.778,1.000
81,0.500,1.000
81,0.556,1.000
81,1.000,1.000
81,0.700,2.000
81,0.667,2.000
81,0.778,1.000
81,0.889,2.000
81,0.750,1.000
81,0.750,1.000
81,1.000,2.000
81,0.800,3.000
81,0.889,2.000
81,0.667,1.000
81,0.889,3.000
81,0.778,2.000
81,0.750,1.000
81,0.875,3.000
81,0.889,1.000
81,0.778,1.000
81,0.667,1.000
81,0.750,2.000
81,0.750,1.000
81,0.875,2.000
81,1.000,5.000
81,0.556,1.000
81,0.778,1.000
81,0.889,3.000
81,0.700,1.000
81,0.875,3.000
81,0.625,1.000
81,0.833,1.000
81,0.444,3.000
81,0.889,3.000
81,0.857,3.000
81,0.875,3.000
81,0.700,3.000
81,0.667,2.000
81,0.900,5.000
81,0.750,2.000
81,0.875,2.000
81,0.778,3.000
81,0.444,2.000
81,0.571,1.000
81,0.889,2.000
81,0.750,1.000
81,0.667,2.000
81,0.889,3.000
81,0.778,1.000
81,0.571,1.000
81,0.778,3.000
81,0.800,5.000
81,0.750,1.000
81,0.778,2.000
81,0.700,3.000
81,0.800,3.000
81,0.778,2.000
81,0.800,2.000
81,0.889,2.000
81,0.714,1.000
81,0.800,2.000
81,1.000,1.000
81,0.889,4.000
81,0.875,4.000
81,0.900,5.000
81,0.600,6.000
81,0.875,2.000
81,0.800,1.000
81,1.000,1.000
81,1.000,2.000
81,0.667,3.000
81,0.714,1.000
81,0.778,4.000
81,0.889,2.000
81,0.889,2.000
81,0.800,4.000
81,0.875,1.000
81,0.875,1.000
81,0.667,1.000
81,0.889,1.000
81,0.889,3.000
81,0.857,1.000
81,0.889,4.000
81,0.875,2.000
81,0.875,6.000
81,0.875,1.000
81,0.750,1.000
81,0.778,2.000
81,0.889,1.000
81,0.778,2.000
81,0.889,2.000
81,0.875,1.000
81,0.778,2.000
81,0.778,1.000
81,0.700,2.000
81,0.750,3.000
81,0.857,1.000
81,0.857,1.000
81,0.875,4.000
81,0.600,2.000
81,0.889,1.000
81,0.889,1.000
81,0.625,1.000
81,0.900,1.000
81,0.875,2.000
81,0.750,1.000
81,1.000,2.000
81,0.875,2.000
81,0.778,1.000
81,1.000,1.000
81,0.625,1.000
81,0.778,1.000
81,0.778,1.000
81,1.000,4.000
81,0.875,2.000
81,0.700,2.000
81,0.667,2.000
81,0.778,2.000
81,0.750,1.000
81,0.556,1.000
81,0.500,2.000
81,1.000,4.000
81,0.600,1.000
81,0.889,1.000
81,0.750,1.000
81,0.889,2.000
81,0.875,5.000
81,0.714,1.000
81,0.750,2.000
81,0.625,1.000
81,0.750,2.000
81,0.714,2.000
81,0.625,2.000
81,0.667,2.000
81,0.750,2.000
81,0.875,2.000
81,0.900,4.000
81,0.667,1.000
81,0.667,1.000
81,0.875,2.000
81,0.778,1.000
81,0.667,1.000
81,0.667,4.000
81,0.571,2.000
81,0.900,3.000
81,0.625,1.000
81,0.700,1.000
81,0.800,5.000
81,0.750,2.000
81,0.714,1.000
81,0.778,2.000
81,0.625,1.000
81,0.889,1.000
81,0.889,1.000
81,0.889,1.000
81,0.778,1.000
81,0.500,1.000
81,0.889,1.000
81,0.556,1.000
81,0.889,3.000
81,0.700,1.000
81,0.700,2.000
81,0.800,2.000
81,1.000,4.000
81,0.700,1.000
81,0.900,1.000
81,0.625,1.000
81,0.889,2.000
81,0.875,1.000
81,0.625,2.000
81,0.750,1.000
81,0.625,1.000
81,0.700,2.000
81,0.700,1.000
81,0.556,1.000
81,0.500,2.000
81,0.750,3.000
81,0.889,1.000
81,0.750,1.000
81,0.875,1.000
81,0.857,1.000
81,0.700,4.000
81,0.778,2.000
81,0.750,1.000
81,0.750,2.000
81,0.625,1.000
81,0.750,1.000
81,0.778,2.000
81,1.000,2.000
81,0.667,1.000
81,0.556,2.000
81,0.857,2.000
81,0.857,1.000
81,0.800,2.000
81,0.700,3.000
81,0.556,1.000
81,0.667,2.000
81,0.889,2.000
81,0.556,1.000
81,0.667,1.000
81,0.778,2.000
81,0.875,4.000
81,0.778,1.000
81,0.667,3.000
81,0.875,1.000
81,0.875,1.000
81,0.875,2.000
81,0.500,1.000
81,0.800,2.000
81,0.700,1.000
81,0.750,1.000
81,1.000,1.000
81,0.667,3.000
81,0.800,3.000
81,0.875,4.000
81,0.667,1.000
81,0.500,2.000
81,0.700,2.000
81,0.667,1.000
81,0.889,5.000
81,0.889,2.000
81,0.625,1.000
81,1.000,1.000
81,0.667,4.000
81,0.875,1.000
81,0.625,1.000
81,0.889,3.000
81,1.000,3.000
81,0.714,2.000
81,0.875,2.000
81,0.778,3.000
81,0.833,3.000
81,0.875,4.000
81,0.625,1.000
81,0.778,1.000
81,0.778,1.000
81,0.714,1.000
81,0.889,2.000
81,0.750,1.000
81,0.700,1.000
81,0.700,3.000
81,0.857,1.000
81,0.778,2.000
81,0.778,3.000
81,0.875,2.000
81,1.000,1.000
81,0.625,1.000
81,0.875,2.000
81,0.875,2.000
81,1.000,4.000
81,1.000,2.000
81,0.750,1.000
81,0.800,1.000
81,0.875,1.000
81,0.889,1.000
81,0.889,1.000
81,0.700,2.000
81,0.778,3.000
81,0.625,1.000
81,0.800,2.000
81,0.750,3.000
81,0.800,1.000
81,0.875,2.000
81,0.800,2.000
81,0.750,3.000
81,0.900,7.000
81,0.667,1.000
81,0.889,3.000
81,0.667,2.000
81,0.778,2.000
81,0.667,1.000
81,0.750,3.000
81,0.500,3.000
81,0.625,1.000
81,0.778,1.000
81,0.778,2.000
81,0.625,1.000
81,1.000,5.000
81,0.889,2.000
81,0.889,3.000
81,0.700,4.000
81,0.625,1.000
81,0.778,2.000
81,0.625,1.000
81,0.778,2.000
81,0.889,2.000
81,0.778,3.000
81,0.889,4.000
81,0.833,2.000
81,0.778,2.000
81,1.000,2.000
81,0.625,1.000
81,0.714,1.000
81,0.800,1.000
81,0.556,1.000
81,0.750,1.000
81,0.875,3.000
81,0.875,1.000
81,0.889,1.000
81,0.800,3.000
81,1.000,7.000
81,0.500,2.000
81,0.778,2.000
81,0.875,3.000
81,0.700,1.000
81,0.857,1.000
81,0.889,1.000
81,0.778,2.000
81,1.000,5.000
81,0.625,1.000
81,1.000,2.000
81,0.750,1.000
81,0.625,1.000
81,0.750,4.000
81,0.700,1.000
82,0.500,1.000
82,0.667,2.000
82,0.667,1.000
82,0.889,2.000
82,0.889,2.000
82,0.889,7.000
82,0.571,1.000
82,0.714,1.000
82,1.000,3.000
82,0.875,2.000
82,0.889,1.000
82,0.778,2.000
82,0.889,1.000
82,0.889,3.000
82,0.889,2.000
82,0.667,1.000
82,0.778,2.000
82,0.778,2.000
82,0.778,2.000
82,0.875,2.000
82,0.857,1.000
82,0.750,2.000
82,0.750,1.000
82,1.000,3.000
82,0.625,2.000
82,1.000,4.000
82,0.625,2.000
82,0.714,1.000
82,0.778,2.000
82,0.875,1.000
82,0.625,2.000
82,0.889,2.000
82,0.857,1.000
82,1.000,2.000
82,0.778,2.000
82,0.556,1.000
82,0.889,2.000
82,1.000,3.000
82,0.667,2.000
82,1.000,1.000
82,0.889,5.000
82,0.750,1.000
82,0.778,1.000
82,0.778,3.000
82,0.556,1.000
82,0.778,1.000
82,0.778,4.000
82,0.667,1.000
82,1.000,1.000
82,0.750,1.000
82,0.800,1.000
82,0.857,1.000
82,0.889,6.000
82,0.778,2.000
82,0.800,6.000
82,1.000,2.000
82,0.625,2.000
82,0.857,3.000
82,1.000,3.000
82,0.889,2.000
82,0.875,3.000
82,0.875,1.000
82,0.750,2.000
82,0.857,1.000
82,0.875,3.000
82,0.778,3.000
82,0.778,2.000
82,0.857,3.000
82,0.714,1.000
82,0.778,2.000
82,0.700,2.000
82,0.778,1.000
82,0.667,1.000
82,0.750,3.000
82,0.778,1.000
82,0.889,1.000
82,0.800,5.000
82,0.750,1.000
82,0.750,1.000
82,0.625,1.000
82,0.800,2.000
82,0.778,1.000
82,0.778,2.000
82,0.750,1.000
82,0.900,6.000
82,1.000,1.000
82,0.889,3.000
82,0.750,2.000
82,0.778,1.000
82,0.778,2.000
82,0.778,3.000
82,0.556,2.000
82,0.778,1.000
82,0.750,2.000
82,0.857,1.000
82,1.000,4.000
82,0.500,1.000
82,0.750,1.000
82,0.667,2.000
82,0.800,2.000
82,0.667,1.000
82,0.556,2.000
82,0.857,1.000
82,0.875,2.000
82,0.778,2.000
82,0.750,3.000
82,1.000,2.000
82,0.875,1.000
82,0.778,1.000
82,0.778,4.000
82,0.889,2.000
82,0.556,1.000
82,0.778,5.000
82,0.625,1.000
82,0.750,3.000
82,0.750,2.000
82,0.625,3.000
82,0.875,1.000
82,0.750,1.000
82,0.600,2.000
82,0.778,1.000
82,0.667,2.000
82,0.556,1.000
82,0.750,2.000
82,0.556,1.000
82,0.750,1.000
82,0.750,1.000
82,0.900,3.000
82,0.625,1.000
82,1.000,2.000
82,0.778,2.000
82,0.833,1.000
82,0.778,1.000
82,0.875,1.000
82,0.800,2.000
82,0.556,2.000
82,0.625,1.000
82,0.900,1.000
82,0.500,3.000
82,0.857,1.000
82,0.875,2.000
82,0.667,2.000
82,0.875,1.000
82,0.556,1.000
82,0.875,3.000
82,0.889,1.000
82,0.778,1.000
82,0.700,4.000
82,0.778,1.000
82,0.667,1.000
82,0.778,1.000
82,0.800,1.000
82,0.750,3.000
82,1.000,2.000
82,0.667,1.000
82,0.889,3.000
82,0.667,2.000
82,0.625,1.000
82,1.000,4.000
82,0.625,2.000
82,0.778,1.000
82,0.778,4.000
82,0.889,3.000
82,0.556,3.000
82,0.875,1.000
82,0.889,2.000
82,0.889,2.000
82,1.000,1.000
82,0.625,2.000
82,0.714,1.000
82,0.556,1.000
82,0.778,2.000
82,0.600,3.000
82,0.750,2.000
82,1.000,1.000
82,0.500,1.000
82,0.900,6.000
82,1.000,1.000
82,1.000,4.000
82,0.778,1.000
82,0.750,2.000
82,0.600,3.000
82,0.778,1.000
82,0.857,2.000
82,0.667,1.000
82,0.500,1.000
82,0.667,1.000
82,1.000,1.000
82,0.667,2.000
82,0.667,2.000
82,0.750,1.000
82,0.778,2.000
82,0.875,1.000
82,0.750,1.000
82,1.000,1.000
82,0.800,3.000
82,0.889,2.000
82,0.667,1.000
82,0.889,2.000
82,0.667,2.000
82,0.750,1.000
82,0.875,2.000
82,0.889,1.000
82,0.667,1.000
82,0.667,2.000
82,0.750,2.000
82,0.750,1.000
82,0.875,2.000
82,1.000,4.000
82,0.667,1.000
82,0.667,1.000
82,0.889,2.000
82,0.700,1.000
82,0.875,3.000
82,0.750,2.000
82,0.833,1.000
82,0.375,3.000
82,1.000,3.000
82,0.857,3.000
82,0.875,3.000
82,0.700,2.000
82,0.667,2.000
82,0.800,5.000
82,0.625,2.000
82,0.750,2.000
82,0.889,3.000
82,0.444,2.000
82,0.571,1.000
82,0.889,2.000
82,0.625,1.000
82,0.556,2.000
82,0.889,3.000
82,0.667,1.000
82,0.714,1.000
82,0.778,3.000
82,0.800,3.000
82,0.875,1.000
82,0.778,2.000
82,0.800,3.000
82,0.778,2.000
82,0.778,2.000
82,0.900,2.000
82,0.889,2.000
82,0.667,1.000
82,0.889,4.000
82,1.000,1.000
82,0.889,4.000
82,0.875,3.000
82,0.900,4.000
82,0.700,4.000
82,0.875,2.000
82,0.900,2.000
82,0.857,1.000
82,1.000,2.000
82,0.750,3.000
82,0.714,1.000
82,0.750,3.000
82,0.889,2.000
82,0.889,2.000
82,0.800,3.000
