Problem,Dimension,Track,Scaled,Prob,NrFeat,Model,Validation.Acc,Training.Acc,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totproc,phi.wait,phi.mac,phi.macOps,phi.macfree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
f.rnd,10x10,OPT,F,equal,2,106,66.82,67.02,-0.0164505996470034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313156602484537,0
f.rnd,10x10,OPT,F,equal,2,107,60.99,62.28,0,-0.00548755588819568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00416733374276793,0
f.rnd,10x10,OPT,F,equal,2,108,66.45,66.96,0,0,-0.0127267806697783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00361390300196229,0
f.rnd,10x10,OPT,F,equal,2,109,62.61,63.92,0,0,0,0.182642051591158,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014369851997996,0
f.rnd,10x10,OPT,F,equal,2,110,62.57,63.64,0,0,0,0,0.00280814232189247,0,0,0,0,0,0,0,0,0,0,0,-0.00302929508018613,0
f.rnd,10x10,OPT,F,equal,2,111,61.81,62.8,0,0,0,0,0,0.00215014572500482,0,0,0,0,0,0,0,0,0,0,-0.00485550763493313,0
f.rnd,10x10,OPT,F,equal,2,112,63.27,64.48,0,0,0,0,0,0,-0.00337252003850502,0,0,0,0,0,0,0,0,0,-0.00289043523658055,0
f.rnd,10x10,OPT,F,equal,2,113,62.61,63.92,0,0,0,0,0,0,0,0.182642051591158,0,0,0,0,0,0,0,0,-0.0014369851997996,0
f.rnd,10x10,OPT,F,equal,2,114,60.8,62.05,0,0,0,0,0,0,0,0,-0.0768569729319564,0,0,0,0,0,0,0,-0.00297556181801068,0
f.rnd,10x10,OPT,F,equal,2,115,66.45,66.96,0,0,0,0,0,0,0,0,0,-0.0127342679085116,0,0,0,0,0,0,-0.0036172388267561,0
f.rnd,10x10,OPT,F,equal,2,116,65.75,66.52,0,0,0,0,0,0,0,0,0,0,-0.0146386775915661,0,0,0,0,0,-0.00367876880423959,0
f.rnd,10x10,OPT,F,equal,2,117,60.1,60.94,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386651564314953,0,0,0,-0.00324568797796395,0
f.rnd,10x10,OPT,F,equal,2,118,61.55,62.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214410552470066,0,0,-0.00264068606736652,0
f.rnd,10x10,OPT,F,equal,2,119,60.1,60.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386651564314953,0,-0.00324568797796395,0
f.rnd,10x10,OPT,F,equal,2,120,60.9,61.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127320390023227,-0.00480878482225416,0
f.rnd,10x10,OPT,F,equal,3,1,64.61,65.08,-0.0111678073914488,0.0023951304915637,-0.00877267689988549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,2,70.22,70.67,-0.0207535684490616,-0.00768610209962853,0,0.252030958919784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,3,70.22,70.67,-0.0130672615380893,0,-0.00768548274414112,0.252027162808034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,4,70.23,70.65,0,0.0130433369563784,-0.0207037041028408,0.250838560586132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,5,69.44,69.84,-0.0190720625855732,-0.0110034717571577,0,0,0.0042469564367087,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,6,69.44,69.85,-0.00818171538566208,0,-0.0109567522763696,0,0.00424374266756253,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,7,69.44,69.84,0,0.00810649789877085,-0.0191094996027229,0,0.00424601766637966,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,8,70.27,70.42,-0.0193897819526095,0,0,0.20832793216867,0.00129086730446685,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,9,64.64,65.68,0,-0.00738208718110996,0,0.165438833997515,0.00260684831794955,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,10,71.17,71.58,0,0,-0.0158008406715945,0.171015986461913,0.00274029196209528,0,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,11,65.29,65.51,-0.0216196185995033,-0.00670764464888731,0,0,0,0.00158315185388517,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,12,65.29,65.51,-0.014911730210056,0,-0.00670785674819551,0,0,0.00158314969486488,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,13,65.29,65.51,0,0.0149123857900931,-0.0216202248454879,0,0,0.00158320761357514,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,14,69.76,70.02,-0.0204541015386582,0,0,0.242587693671691,0,0.000555641368501409,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,15,63.74,65.2,0,-0.00483578940602355,0,0.252217262429441,0,-0.00129964550935715,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,16,70.2,70.78,0,0,-0.0152580880162608,0.255778087535702,0,0.000104328348446853,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,17,68.43,68.75,-0.018554724330601,0,0,0,0.00349256155809083,0.000330339378746018,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,18,63.64,64.17,0,-0.00906450933227422,0,0,0.00486315989754788,-0.00159557139074419,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,19,69.69,69.9,0,0,-0.0156734388071,0,0.00466927342437578,-0.000106680445645536,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,20,63,64.18,0,0,0,0.181156244973026,0.00232327693138029,-0.00168915083215755,0,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,21,69.44,69.84,-0.0190727176584381,-0.00675776041318523,0,0,0,0,-0.00424678400880145,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,22,69.47,69.82,-0.0121753083495747,0,-0.00690312710332731,0,0,0,-0.00424914604495601,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,23,69.44,69.84,0,0.0123276580136193,-0.0190497035644121,0,0,0,-0.00423201896568576,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,24,70.42,70.83,-0.0193455215952694,0,0,0.186568335042328,0,0,-0.00203861407529604,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,25,64.62,65.67,0,-0.00473221076937,0,0.16432357798159,0,0,-0.00261852414818178,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,26,71.11,71.4,0,0,-0.0147451745122371,0.18860748472847,0,0,-0.00221053815310193,0,0,0,0,0,0,0,0,0,0,0
f.rnd,10x10,OPT,F,equal,3,27,69.44,69.84,-0.0190940849224967,0,0,0,-0.00674680342885182,0,-0.0109872741717244,0,0,0,0,0,0,0,0,0,0,0
