Problem,NrFeat,Model,Training.Rho,NTrain,Validation.Rho,NTest,Dimension,Track,Scaled,Prob,Validation.Acc,Training.Acc
f.rnd,3,534,27.41351,268,26.8748,177,10x10,OPT,FALSE,equal,67.58,67.37
f.rnd,3,535,30.16403,268,29.15549,177,10x10,OPT,FALSE,equal,61.06,62.33
f.rnd,3,536,28.08524,268,27.32193,177,10x10,OPT,FALSE,equal,67.08,67.51
f.rnd,3,537,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,62.06,63.21
f.rnd,3,538,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,62.02,63.24
f.rnd,3,539,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,61.39,62.45
f.rnd,3,54,24.51166,268,23.91201,177,10x10,OPT,FALSE,equal,63,63.78
f.rnd,3,540,25.26265,268,23.96712,177,10x10,OPT,FALSE,equal,62.8,63.91
f.rnd,3,541,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,62.06,63.21
f.rnd,3,542,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,60.1,60.95
f.rnd,3,543,28.30623,268,27.51425,177,10x10,OPT,FALSE,equal,67.08,67.51
f.rnd,3,544,24.97104,268,24.04747,177,10x10,OPT,FALSE,equal,66.58,67.09
f.rnd,3,545,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,60.1,60.95
f.rnd,3,546,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,61.12,62.05
f.rnd,3,547,25.31067,268,24.09372,177,10x10,OPT,FALSE,equal,67.12,67.14
f.rnd,3,548,26.88172,268,26.33885,177,10x10,OPT,FALSE,equal,62.14,62.95
f.rnd,3,549,24.65822,268,24.08855,177,10x10,OPT,FALSE,equal,66.38,66.89
f.rnd,3,55,26.3041,268,25.87011,177,10x10,OPT,FALSE,equal,64.65,65.7
f.rnd,3,550,27.54245,268,26.77269,177,10x10,OPT,FALSE,equal,64.51,65.39
f.rnd,3,551,25.97215,268,24.96712,177,10x10,OPT,FALSE,equal,64.05,64.58
f.rnd,3,552,28.57999,268,27.35995,177,10x10,OPT,FALSE,equal,63.13,63.77
f.rnd,3,553,25.97917,268,24.70286,177,10x10,OPT,FALSE,equal,65.32,65.98
f.rnd,3,554,27.54245,268,26.77269,177,10x10,OPT,FALSE,equal,64.51,65.39
f.rnd,3,555,27.16212,268,26.40645,177,10x10,OPT,FALSE,equal,62.26,63.39
f.rnd,3,556,24.60488,268,24.10588,177,10x10,OPT,FALSE,equal,66.38,66.88
f.rnd,3,557,24.24376,268,23.466,177,10x10,OPT,FALSE,equal,65.78,66.48
f.rnd,3,558,27.00057,268,25.78266,177,10x10,OPT,FALSE,equal,60.98,61.71
f.rnd,3,559,26.77725,268,25.63291,177,10x10,OPT,FALSE,equal,62.27,63.36
f.rnd,3,56,25.32696,268,24.00423,177,10x10,OPT,FALSE,equal,63.6,64.86
f.rnd,3,560,27.00057,268,25.78266,177,10x10,OPT,FALSE,equal,60.98,61.71
f.rnd,3,57,29.52972,268,30.13746,177,10x10,OPT,FALSE,equal,68.18,68.54
f.rnd,3,58,29.57054,268,30.08381,177,10x10,OPT,FALSE,equal,68.18,68.55
f.rnd,3,59,29.51961,268,30.19109,177,10x10,OPT,FALSE,equal,68.16,68.53
f.rnd,3,6,30.7388,268,31.23772,177,10x10,OPT,FALSE,equal,69.44,69.85
f.rnd,3,60,35.42919,268,36.05343,177,10x10,OPT,FALSE,equal,71.83,72.34
f.rnd,3,61,24.45265,268,23.95524,177,10x10,OPT,FALSE,equal,67.93,68.76
f.rnd,3,62,16.71664,268,17.41369,177,10x10,OPT,FALSE,equal,74.45,74.88
f.rnd,3,63,20.92939,268,20.61816,177,10x10,OPT,FALSE,equal,69.22,69.29
f.rnd,3,64,27.93658,268,27.53886,177,10x10,OPT,FALSE,equal,63.59,64.52
f.rnd,3,65,26.66979,268,26.88988,177,10x10,OPT,FALSE,equal,69.83,70.19
f.rnd,3,66,24.45265,268,23.95524,177,10x10,OPT,FALSE,equal,66.13,66.6
f.rnd,3,67,22.01193,268,21.61386,177,10x10,OPT,FALSE,equal,68.12,68.34
f.rnd,3,68,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,62.68,64.03
