Problem,NrFeat,Model,Training.Rho,NTrain,Validation.Rho,NTest,Dimension,Track,Scaled,Prob,Validation.Acc,Training.Acc
f.rnd,3,322,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,65.06,65.66
f.rnd,3,323,36.3197,268,37.33447,177,10x10,OPT,FALSE,wcs,67.2,67.3
f.rnd,3,324,35.03218,268,35.37016,177,10x10,OPT,FALSE,wcs,67.19,67.26
f.rnd,3,325,28.05669,268,28.83145,177,10x10,OPT,FALSE,wcs,66.6,66.6
f.rnd,3,326,19.93226,268,20.0371,177,10x10,OPT,FALSE,wcs,70.01,70.6
f.rnd,3,327,30.22906,268,30.55911,177,10x10,OPT,FALSE,wcs,69.83,70.16
f.rnd,3,328,52.0197,268,52.27713,177,10x10,OPT,FALSE,wcs,66.84,67.01
f.rnd,3,329,48.11983,268,47.98441,177,10x10,OPT,FALSE,wcs,69.45,69.74
f.rnd,3,33,24.38125,268,24.5072,177,10x10,OPT,FALSE,wcs,69.43,69.51
f.rnd,3,330,48.48783,268,47.74226,177,10x10,OPT,FALSE,wcs,69.99,70.58
f.rnd,3,331,48.97304,268,48.79661,177,10x10,OPT,FALSE,wcs,68.08,68.29
f.rnd,3,332,32.39005,268,32.4679,177,10x10,OPT,FALSE,wcs,67.15,67.39
f.rnd,3,333,20.65681,268,20.8916,177,10x10,OPT,FALSE,wcs,66.25,66.54
f.rnd,3,334,54.81513,268,53.31414,177,10x10,OPT,FALSE,wcs,66.63,66.63
f.rnd,3,335,18.65653,268,19.66211,177,10x10,OPT,FALSE,wcs,69.21,69.89
f.rnd,3,336,38.76605,268,37.34914,177,10x10,OPT,FALSE,wcs,69.09,69.35
f.rnd,3,337,43.04782,268,41.40602,177,10x10,OPT,FALSE,wcs,66.15,66.17
f.rnd,3,338,41.67302,268,40.59303,177,10x10,OPT,FALSE,wcs,68.75,69.02
f.rnd,3,339,18.657,268,19.59976,177,10x10,OPT,FALSE,wcs,69.21,69.88
f.rnd,3,34,25.32474,268,24.00383,177,10x10,OPT,FALSE,wcs,63.59,64.82
f.rnd,3,340,42.4527,268,41.16517,177,10x10,OPT,FALSE,wcs,67.25,67.79
f.rnd,3,341,28.17921,268,29.38108,177,10x10,OPT,FALSE,wcs,66.63,66.61
f.rnd,3,342,42.45684,268,40.76649,177,10x10,OPT,FALSE,wcs,66.6,66.79
f.rnd,3,343,39.67956,268,39.16733,177,10x10,OPT,FALSE,wcs,56.89,56.69
f.rnd,3,344,28.18672,268,29.06655,177,10x10,OPT,FALSE,wcs,66.6,66.6
f.rnd,3,345,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,62.52,63.44
f.rnd,3,346,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,60.53,61.04
f.rnd,3,347,25.23674,268,23.97709,177,10x10,OPT,FALSE,wcs,56.18,56.38
f.rnd,3,348,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,60.76,61.45
f.rnd,3,349,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,62.51,63.46
f.rnd,3,35,42.88184,268,41.80041,177,10x10,OPT,FALSE,wcs,63.66,64.14
f.rnd,3,350,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,61.66,62.48
f.rnd,3,351,28.30384,268,29.17052,177,10x10,OPT,FALSE,wcs,66.55,66.58
f.rnd,3,352,39.75437,268,39.4303,177,10x10,OPT,FALSE,wcs,65.88,66.02
f.rnd,3,353,41.72776,268,40.92503,177,10x10,OPT,FALSE,wcs,68.36,68.75
f.rnd,3,354,30.34018,268,29.92367,177,10x10,OPT,FALSE,wcs,61.72,62.7
f.rnd,3,355,25.16487,268,25.77818,177,10x10,OPT,FALSE,wcs,68.76,69.18
f.rnd,3,356,25.02835,268,24.48817,177,10x10,OPT,FALSE,wcs,62.16,63.29
f.rnd,3,357,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,61.65,62.63
f.rnd,3,358,23.60029,268,22.84114,177,10x10,OPT,FALSE,wcs,61.39,62.31
f.rnd,3,359,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,62.09,62.98
f.rnd,3,36,24.49545,268,25.72155,177,10x10,OPT,FALSE,wcs,70.27,70.62
f.rnd,3,360,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,62.11,63.26
f.rnd,3,361,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,62.07,63.19
f.rnd,3,362,49.56124,268,48.95138,177,10x10,OPT,FALSE,wcs,68.68,69.18
f.rnd,3,363,19.92536,268,20.67797,177,10x10,OPT,FALSE,wcs,67.92,68.51
f.rnd,3,364,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,62.09,63.2
f.rnd,3,365,44.09741,268,43.78685,177,10x10,OPT,FALSE,wcs,66.58,66.69
f.rnd,3,366,44.38449,268,44.19736,177,10x10,OPT,FALSE,wcs,66.56,66.66
f.rnd,3,367,32.5492,268,32.5475,177,10x10,OPT,FALSE,wcs,66.57,66.68
f.rnd,3,368,41.79975,268,40.57148,177,10x10,OPT,FALSE,wcs,70.39,70.87
f.rnd,3,369,32.98751,268,32.54319,177,10x10,OPT,FALSE,wcs,66.7,66.98
f.rnd,3,37,41.83623,268,40.51988,177,10x10,OPT,FALSE,wcs,70.26,70.61
f.rnd,3,370,17.62452,268,18.13322,177,10x10,OPT,FALSE,wcs,71.4,72.18
f.rnd,3,371,41.01379,268,39.84735,177,10x10,OPT,FALSE,wcs,68.82,68.89
f.rnd,3,372,28.61124,268,28.30749,177,10x10,OPT,FALSE,wcs,63.29,63.68
f.rnd,3,373,46.02971,268,46.14499,177,10x10,OPT,FALSE,wcs,69.78,70.03
f.rnd,3,374,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,64.55,65.2
f.rnd,3,375,24.57648,268,24.38503,177,10x10,OPT,FALSE,wcs,66.71,66.54
f.rnd,3,376,40.14977,268,40.54869,177,10x10,OPT,FALSE,wcs,54.57,55.73
f.rnd,3,377,44.55635,268,44.25092,177,10x10,OPT,FALSE,wcs,65.11,65.57
f.rnd,3,378,25.23674,268,23.97709,177,10x10,OPT,FALSE,wcs,65.01,65.74
f.rnd,3,379,23.60029,268,22.84114,177,10x10,OPT,FALSE,wcs,60.71,61.38
f.rnd,3,38,41.96065,268,40.49657,177,10x10,OPT,FALSE,wcs,70.27,70.64
f.rnd,3,380,43.48663,268,43.25175,177,10x10,OPT,FALSE,wcs,69.42,69.68
f.rnd,3,381,39.55733,268,39.14719,177,10x10,OPT,FALSE,wcs,63.34,63.63
f.rnd,3,382,23.88692,268,23.53047,177,10x10,OPT,FALSE,wcs,69.56,69.51
f.rnd,3,383,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,64.91,65.54
f.rnd,3,384,39.55697,268,39.11612,177,10x10,OPT,FALSE,wcs,63.31,63.64
f.rnd,3,385,25.62028,268,24.05046,177,10x10,OPT,FALSE,wcs,62.97,63.36
f.rnd,3,386,41.94362,268,40.56077,177,10x10,OPT,FALSE,wcs,70.4,70.86
f.rnd,3,387,32.92649,268,32.42391,177,10x10,OPT,FALSE,wcs,66.72,66.95
f.rnd,3,388,17.39704,268,17.74673,177,10x10,OPT,FALSE,wcs,71.3,72.23
f.rnd,3,389,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,65.19,65.7
f.rnd,3,39,20.8104,268,20.47265,177,10x10,OPT,FALSE,wcs,69.71,69.9
f.rnd,3,390,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,64.72,65.09
f.rnd,3,391,25.23674,268,23.97709,177,10x10,OPT,FALSE,wcs,65.02,65.74
f.rnd,3,392,27.67829,268,26.60546,177,10x10,OPT,FALSE,wcs,64.93,65.54
f.rnd,3,393,43.87887,268,43.35798,177,10x10,OPT,FALSE,wcs,68.19,68.52
f.rnd,3,394,38.59892,268,38.28871,177,10x10,OPT,FALSE,wcs,63.08,64.14
f.rnd,3,395,40.69353,268,40.13019,177,10x10,OPT,FALSE,wcs,68.25,68.93
f.rnd,3,396,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,65.79,66.3
f.rnd,3,397,26.95416,268,26.47607,177,10x10,OPT,FALSE,wcs,61.39,62.37
f.rnd,3,398,23.60029,268,22.84114,177,10x10,OPT,FALSE,wcs,61.69,62.97
f.rnd,3,399,25.73929,268,25.85609,177,10x10,OPT,FALSE,wcs,61.8,62.86
f.rnd,3,4,24.46398,268,25.64352,177,10x10,OPT,FALSE,wcs,70.26,70.61
f.rnd,3,40,41.1652,268,41.29193,177,10x10,OPT,FALSE,wcs,64.75,65.9
f.rnd,3,400,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,65.8,66.32
f.rnd,3,401,42.41957,268,41.36047,177,10x10,OPT,FALSE,wcs,66.56,66.67
f.rnd,3,402,39.00567,268,37.51545,177,10x10,OPT,FALSE,wcs,66.49,66.6
f.rnd,3,403,44.92905,268,44.07613,177,10x10,OPT,FALSE,wcs,65.07,65.18
f.rnd,3,404,17.66299,268,18.10541,177,10x10,OPT,FALSE,wcs,71.41,72.2
f.rnd,3,405,37.42064,268,36.67322,177,10x10,OPT,FALSE,wcs,69.77,69.99
f.rnd,3,406,17.0541,268,17.10173,177,10x10,OPT,FALSE,wcs,65.08,65.58
f.rnd,3,407,43.76499,268,43.54303,177,10x10,OPT,FALSE,wcs,69.53,69.47
f.rnd,3,408,17.61574,268,18.11383,177,10x10,OPT,FALSE,wcs,71.41,72.17
f.rnd,3,409,17.73926,268,17.39298,177,10x10,OPT,FALSE,wcs,68.27,68.93
f.rnd,3,41,17.57722,268,17.5194,177,10x10,OPT,FALSE,wcs,70.29,70.88
f.rnd,3,410,46.29846,268,45.9263,177,10x10,OPT,FALSE,wcs,66.57,66.67
f.rnd,3,411,38.68479,268,37.54547,177,10x10,OPT,FALSE,wcs,65.07,65.26
f.rnd,3,412,18.14562,268,17.80108,177,10x10,OPT,FALSE,wcs,65.06,65.17
f.rnd,3,413,40.57044,268,39.33648,177,10x10,OPT,FALSE,wcs,70.64,71.48
f.rnd,3,414,19.84348,268,20.58009,177,10x10,OPT,FALSE,wcs,69.13,69.37
f.rnd,3,415,16.74129,268,17.56371,177,10x10,OPT,FALSE,wcs,64,64.46
f.rnd,3,416,43.90967,268,43.49653,177,10x10,OPT,FALSE,wcs,68.88,68.83
f.rnd,3,417,40.33372,268,39.55623,177,10x10,OPT,FALSE,wcs,70.67,71.48
f.rnd,3,418,20.48258,268,20.77613,177,10x10,OPT,FALSE,wcs,67.54,68.32
f.rnd,3,419,18.16019,268,17.72157,177,10x10,OPT,FALSE,wcs,65.03,65.19
f.rnd,3,42,20.61295,268,20.32962,177,10x10,OPT,FALSE,wcs,70.32,70.47
f.rnd,3,420,44.04756,268,42.00394,177,10x10,OPT,FALSE,wcs,67.45,67.33
f.rnd,3,421,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,56.82,57.12
f.rnd,3,422,26.79741,268,27.12503,177,10x10,OPT,FALSE,wcs,66.84,66.78
f.rnd,3,423,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,64.27,64.41
f.rnd,3,424,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,60.71,61.16
f.rnd,3,425,26.78719,268,26.01969,177,10x10,OPT,FALSE,wcs,56.52,57.18
f.rnd,3,426,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,61.38,61.87
f.rnd,3,427,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,64.32,64.41
f.rnd,3,428,24.45265,268,23.95524,177,10x10,OPT,FALSE,wcs,61.01,61.8
f.rnd,3,429,26.62971,268,27.33689,177,10x10,OPT,FALSE,wcs,66.85,66.76
f.rnd,3,43,40.52359,268,40.54975,177,10x10,OPT,FALSE,wcs,64.43,65.51
